1479	486163399114993267.wav	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے۔ اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے۔	سونا کو ہر طرح کی شکلوں میں ڈھالا جاسکتا ہے اس کو چھوٹی سے چھوٹی شکل دی جاسکتی ہے	س و ن ا | ک و | ہ ر | ط ر ح | ک ی | ش ک ل و ں | م ی ں | ڈ ھ ا ل ا | ج ا س ک ت ا | ہ ے | ا س | ک و | چ ھ و ٹ ی | س ے | چ ھ و ٹ ی | ش ک ل | د ی | ج ا س ک ت ی | ہ ے |	120000	FEMALE
144	16415463640691242334.wav	"اس رکاز کی بُنیاد پر اس کا مطلب یہ ہے کہ یہ شگاف سالماتی شہادت کی جانب سے قیاس کیے گئے وقت سے کہیں پہلے ہے۔	اس رکاز کی بُنیاد پر اس کا مطلب یہ ہے کہ یہ شگاف سالماتی شہادت کی جانب سے قیاس کیے گئے وقت سے کہیں پہلے ہے	ا س | ر ک ا ز | ک ی | ب ُ ن ی ا د | پ ر | ا س | ک ا | م ط ل ب | ی ہ | ہ ے | ک ہ | ی ہ | ش گ ا ف | س ا ل م ا ت ی | ش ہ ا د ت | ک ی | ج ا ن ب | س ے | ق ی ا س | ک ی ے | گ ئ ے | و ق ت | س ے | ک ہ ی ں | پ ہ ل ے | ہ ے |	252480	MALE
655	16284231756666770978.wav	عام طور پر گرین لینڈ میں غیر ملکیوں کے ساتھ، جرم، اور ‏غیر منصفانہ رویہ، عملی طور پر نامعلوم ہے۔ یہاں تک کہ قصبوں میں بھی، کوئی "برے علاقے" نہیں ہیں۔	عام طور پر گرین لینڈ میں غیر ملکیوں کے ساتھ، جرم، اور ‏غیر منصفانہ رویہ، عملی طور پر نامعلوم ہے۔ یہاں تک کہ قصبوں میں بھی، کوئی برے علاقے نہیں ہیں۔	ع ا م | ط و ر | پ ر | گ ر ی ن | ل ی ن ڈ | م ی ں | غ ی ر | م ل ک ی و ں | ک ے | س ا ت ھ ، | ج ر م ، | ا و ر | ‏ غ ی ر | م ن ص ف ا ن ہ | ر و ی ہ ، | ع م ل ی | ط و ر | پ ر | ن ا م ع ل و م | ہ ے ۔ | ی ہ ا ں | ت ک | ک ہ | ق ص ب و ں | م ی ں | ب ھ ی ، | ک و ئ ی | ب ر ے | ع ل ا ق ے | ن ہ ی ں | ہ ی ں ۔ |	187200	FEMALE
1314	4326381220883938138.wav	جب تک آپ اس خطے میں رہتے ہیں، آپ عام طور پر دوبارہ پاسپورٹ کنٹرول چیک پوائنٹ سے گزرے بغیر سرحد عبور کرسکتے ہیں۔	جب تک آپ اس خطے میں رہتے ہیں آپ عام طور پر دوبارہ پاسپورٹ کنٹرول چیک پوائنٹ سے گزرے بغیر سرحد عبور کرسکتے ہیں	ج ب | ت ک | آ پ | ا س | خ ط ے | م ی ں | ر ہ ت ے | ہ ی ں | آ پ | ع ا م | ط و ر | پ ر | د و ب ا ر ہ | پ ا س پ و ر ٹ | ک ن ٹ ر و ل | چ ی ک | پ و ا ئ ن ٹ | س ے | گ ز ر ے | ب غ ی ر | س ر ح د | ع ب و ر | ک ر س ک ت ے | ہ ی ں |	145920	FEMALE
281	17250840430194637800.wav	احتجاج کے منتظمین نے بتایا کہ جرمنی کے شہروں جیسے برلن، کولون، ہیمبرگ اور ہنوور میں تقریبا 100,000 افراد شامل ہوئے۔	احتجاج کے منتظمین نے بتایا کہ جرمنی کے شہروں جیسے برلن کولون ہیمبرگ اور ہنوور میں تقریبا 100,000 افراد شامل ہوئے	ا ح ت ج ا ج | ک ے | م ن ت ظ م ی ن | ن ے | ب ت ا ی ا | ک ہ | ج ر م ن ی | ک ے | ش ہ ر و ں | ج ی س ے | ب ر ل ن | ک و ل و ن | ہ ی م ب ر گ | ا و ر | ہ ن و و ر | م ی ں | ت ق ر ی ب ا | 1 0 0 , 0 0 0 | ا ف ر ا د | ش ا م ل | ہ و ئ ے |	220800	MALE
88	3630118985960295234.wav	آج یہ خبر ریڈ لیک کمیونٹی میں پھیل گئی کہ جیف وائس اور ان نو مظلومین میں سے تینوں کی آخری رسومات کی ادائیگی کےوقت 21 مارچ کو اسکول کی فائرنگ میں ملوث ایک اور طالب علم کو 21 مارچ کو گرفتار کر لیا گیا ہے۔	آج یہ خبر ریڈ لیک کمیونٹی میں پھیل گئی کہ جیف وائس اور ان نو مظلومین میں سے تینوں کی آخری رسومات کی ادائیگی کےوقت 21 مارچ کو اسکول کی فائرنگ میں ملوث ایک اور طالب علم کو 21 مارچ کو گرفتار کر لیا گیا ہے	آ ج | ی ہ | خ ب ر | ر ی ڈ | ل ی ک | ک م ی و ن ٹ ی | م ی ں | پ ھ ی ل | گ ئ ی | ک ہ | ج ی ف | و ا ئ س | ا و ر | ا ن | ن و | م ظ ل و م ی ن | م ی ں | س ے | ت ی ن و ں | ک ی | آ خ ر ی | ر س و م ا ت | ک ی | ا د ا ئ ی گ ی | ک ے و ق ت | 2 1 | م ا ر چ | ک و | ا س ک و ل | ک ی | ف ا ئ ر ن گ | م ی ں | م ل و ث | ا ی ک | ا و ر | ط ا ل ب | ع ل م | ک و | 2 1 | م ا ر چ | ک و | گ ر ف ت ا ر | ک ر | ل ی ا | گ ی ا | ہ ے |	266880	FEMALE
949	13684064133338880056.wav	اطمینان رکھو کہ ایک بار جب تم میریناس پہنچ گئے تو ہر شے واضح ہو جائے گی۔ تُمہاری ملاقات دوسرے کشتی کی سیر کرنے والوں سے ہوگی اور وہ اپنی معلومات تمہارے ساتھ شیئر کریں گے۔	اطمینان رکھو کہ ایک بار جب تم میریناس پہنچ گئے تو ہر شے واضح ہو جائے گی تُمہاری ملاقات دوسرے کشتی کی سیر کرنے والوں سے ہوگی اور وہ اپنی معلومات تمہارے ساتھ شیئر کریں گے	ا ط م ی ن ا ن | ر ک ھ و | ک ہ | ا ی ک | ب ا ر | ج ب | ت م | م ی ر ی ن ا س | پ ہ ن چ | گ ئ ے | ت و | ہ ر | ش ے | و ا ض ح | ہ و | ج ا ئ ے | گ ی | ت ُ م ہ ا ر ی | م ل ا ق ا ت | د و س ر ے | ک ش ت ی | ک ی | س ی ر | ک ر ن ے | و ا ل و ں | س ے | ہ و گ ی | ا و ر | و ہ | ا پ ن ی | م ع ل و م ا ت | ت م ہ ا ر ے | س ا ت ھ | ش ی ئ ر | ک ر ی ں | گ ے |	240000	MALE
298	10656810819414881110.wav	مجوزہ ترمیم دونوں ایوانوں میں پہلے ہی 2011 میں پاس ہو گئی۔	مجوزہ ترمیم دونوں ایوانوں میں پہلے ہی 2011 میں پاس ہو گئی	م ج و ز ہ | ت ر م ی م | د و ن و ں | ا ی و ا ن و ں | م ی ں | پ ہ ل ے | ہ ی | 2 0 1 1 | م ی ں | پ ا س | ہ و | گ ئ ی |	114240	MALE
150	27910904126275015.wav	2007 کے دوران سب پرائم قرضہ جاتی بحران سے سامنا ہونے کی بنا پر ناردرن راک کو حمایت کی ضرورت تھی۔	2007 کے دوران سب پرائم قرضہ جاتی بحران سے سامنا ہونے کی بنا پر ناردرن راک کو حمایت کی ضرورت تھی	2 0 0 7 | ک ے | د و ر ا ن | س ب | پ ر ا ئ م | ق ر ض ہ | ج ا ت ی | ب ح ر ا ن | س ے | س ا م ن ا | ہ و ن ے | ک ی | ب ن ا | پ ر | ن ا ر د ر ن | ر ا ک | ک و | ح م ا ی ت | ک ی | ض ر و ر ت | ت ھ ی |	176640	MALE
414	7831785948266268348.wav	ہم بہت سے یونانی سیاستدانوں، سائنسدانوں اور فنکاروں کو جانتے ہیں- ممکنہ طور پر اس تہذيب کا سب سے معروف شخص ایک افسانوی نابینہ شاعر ہومر ہے، جنہوں نے یونانی ادب کے دو شاہکاریں: الییاد اور اوڈیسی نظمیں مرتب کیں۔	ہم بہت سے یونانی سیاستدانوں سائنسدانوں اور فنکاروں کو جانتے ہیں ممکنہ طور پر اس تہذیب کا سب سے معروف شخص ایک افسانوی نابینہ شاعر ہومر ہے جنہوں نے یونانی ادب کے دو شاہکاریں الییاد اور اوڈیسی نظمیں مرتب کیں	ہ م | ب ہ ت | س ے | ی و ن ا ن ی | س ی ا س ت د ا ن و ں | س ا ئ ن س د ا ن و ں | ا و ر | ف ن ک ا ر و ں | ک و | ج ا ن ت ے | ہ ی ں | م م ک ن ہ | ط و ر | پ ر | ا س | ت ہ ذ ی ب | ک ا | س ب | س ے | م ع ر و ف | ش خ ص | ا ی ک | ا ف س ا ن و ی | ن ا ب ی ن ہ | ش ا ع ر | ہ و م ر | ہ ے | ج ن ہ و ں | ن ے | ی و ن ا ن ی | ا د ب | ک ے | د و | ش ا ہ ک ا ر ی ں | ا ل ی ی ا د | ا و ر | ا و ڈ ی س ی | ن ظ م ی ں | م ر ت ب | ک ی ں |	258240	FEMALE
1213	13280291255445688092.wav	حتّیٰ کہ روایتی، اگر چہ سارے سامی بڑے پیمانے پر قطبی ہرن پالنے میں ملوث نہیں تھے لیکن وہ مچھلی کے شکار، جانوروں کے شکار اور اسی طرح کی چیزوں پر زندگی گزارتے تھے، قطبی ہرن کو زیادہ تر ڈرافٹ جانور کی طرح رکھتے تھے۔	حتّیٰ کہ روایتی اگر چہ سارے سامی بڑے پیمانے پر قطبی ہرن پالنے میں ملوث نہیں تھے لیکن وہ مچھلی کے شکار جانوروں کے شکار اور اسی طرح کی چیزوں پر زندگی گزارتے تھے قطبی ہرن کو زیادہ تر ڈرافٹ جانور کی طرح رکھتے تھے	ح ت ّ ی ٰ | ک ہ | ر و ا ی ت ی | ا گ ر | چ ہ | س ا ر ے | س ا م ی | ب ڑ ے | پ ی م ا ن ے | پ ر | ق ط ب ی | ہ ر ن | پ ا ل ن ے | م ی ں | م ل و ث | ن ہ ی ں | ت ھ ے | ل ی ک ن | و ہ | م چ ھ ل ی | ک ے | ش ک ا ر | ج ا ن و ر و ں | ک ے | ش ک ا ر | ا و ر | ا س ی | ط ر ح | ک ی | چ ی ز و ں | پ ر | ز ن د گ ی | گ ز ا ر ت ے | ت ھ ے | ق ط ب ی | ہ ر ن | ک و | ز ی ا د ہ | ت ر | ڈ ر ا ف ٹ | ج ا ن و ر | ک ی | ط ر ح | ر ک ھ ت ے | ت ھ ے |	362880	MALE
1496	545657395994280392.wav	عام طور پر ان تعلیمی پروگراموں میں اندراج کے لیے ٹیوشن فیس ہوگا۔	عام طور پر ان تعلیمی پروگراموں میں اندراج کے لیے ٹیوشن فیس ہوگا	ع ا م | ط و ر | پ ر | ا ن | ت ع ل ی م ی | پ ر و گ ر ا م و ں | م ی ں | ا ن د ر ا ج | ک ے | ل ی ے | ٹ ی و ش ن | ف ی س | ہ و گ ا |	82560	FEMALE
517	14930832547567662798.wav	دیگر حیواناتِ رئیسہ کے برخلاف، ہومی نیڈز اب اپنے ہاتھوں کو حرکت کرنے، وزن اُٹھانے یا درختوں میں جُھولنے کے لیے استعمال نہیں کرتے۔	دیگر حیواناتِ رئیسہ کے برخلاف ہومی نیڈز اب اپنے ہاتھوں کو حرکت کرنے وزن اُٹھانے یا درختوں میں جُھولنے کے لیے استعمال نہیں کرتے	د ی گ ر | ح ی و ا ن ا ت ِ | ر ئ ی س ہ | ک ے | ب ر خ ل ا ف | ہ و م ی | ن ی ڈ ز | ا ب | ا پ ن ے | ہ ا ت ھ و ں | ک و | ح ر ک ت | ک ر ن ے | و ز ن | ا ُ ٹ ھ ا ن ے | ی ا | د ر خ ت و ں | م ی ں | ج ُ ھ و ل ن ے | ک ے | ل ی ے | ا س ت ع م ا ل | ن ہ ی ں | ک ر ت ے |	162240	FEMALE
958	4707138996092619220.wav	اگر آپ مکمل طور پر جنوبی نصف کرہ میں دنیا کے ارد گرد ہوائی سفر کرنا چاہتے ہیں، تو ماورائے بحری راستوں کی عدم دستیابی کی وجہ سے جہاز اور مقامات کا انتخاب محدود ہے۔	اگر آپ مکمل طور پر جنوبی نصف کرہ میں دنیا کے ارد گرد ہوائی سفر کرنا چاہتے ہیں تو ماورائے بحری راستوں کی عدم دستیابی کی وجہ سے جہاز اور مقامات کا انتخاب محدود ہے	ا گ ر | آ پ | م ک م ل | ط و ر | پ ر | ج ن و ب ی | ن ص ف | ک ر ہ | م ی ں | د ن ی ا | ک ے | ا ر د | گ ر د | ہ و ا ئ ی | س ف ر | ک ر ن ا | چ ا ہ ت ے | ہ ی ں | ت و | م ا و ر ا ئ ے | ب ح ر ی | ر ا س ت و ں | ک ی | ع د م | د س ت ی ا ب ی | ک ی | و ج ہ | س ے | ج ہ ا ز | ا و ر | م ق ا م ا ت | ک ا | ا ن ت خ ا ب | م ح د و د | ہ ے |	216960	FEMALE
903	3214695491543531650.wav	طوفان بہت کم دباؤ والا چکردار کالم ہوتا ہے، جو ارد گرد کی ہوا کو اندر کی طرف اور اوپر کی طرف کھینچتا ہے-	طوفان بہت کم دباؤ والا چکردار کالم ہوتا ہے جو ارد گرد کی ہوا کو اندر کی طرف اور اوپر کی طرف کھینچتا ہے	ط و ف ا ن | ب ہ ت | ک م | د ب ا ؤ | و ا ل ا | چ ک ر د ا ر | ک ا ل م | ہ و ت ا | ہ ے | ج و | ا ر د | گ ر د | ک ی | ہ و ا | ک و | ا ن د ر | ک ی | ط ر ف | ا و ر | ا و پ ر | ک ی | ط ر ف | ک ھ ی ن چ ت ا | ہ ے |	160320	MALE
402	16893272851345338945.wav	سب میرین (پن ڈبی) وہ جہاز ہے جو پانی کے اندر چلنے کے لئے بنایا گیا ہے۔ وہ طویل میعاد کے لئے پانی کے اندر رہ سکتا ہے۔	سب میرین پن ڈبی وہ جہاز ہے جو پانی کے اندر چلنے کے لئے بنایا گیا ہے۔ وہ طویل میعاد کے لئے پانی کے اندر رہ سکتا ہے۔	س ب | م ی ر ی ن | پ ن | ڈ ب ی | و ہ | ج ہ ا ز | ہ ے | ج و | پ ا ن ی | ک ے | ا ن د ر | چ ل ن ے | ک ے | ل ئ ے | ب ن ا ی ا | گ ی ا | ہ ے ۔ | و ہ | ط و ی ل | م ی ع ا د | ک ے | ل ئ ے | پ ا ن ی | ک ے | ا ن د ر | ر ہ | س ک ت ا | ہ ے ۔ |	138240	FEMALE
22	15120029708067554772.wav	ہسیہ نے یہ دلیل بھی دی کہ فوٹوجنک ایم اے ٹھوس مادہ سے زیادہ اسٹائل تھا۔	ہسیہ نے یہ دلیل بھی دی کہ فوٹوجنک ایم اے ٹھوس مادہ سے زیادہ اسٹائل تھا	ہ س ی ہ | ن ے | ی ہ | د ل ی ل | ب ھ ی | د ی | ک ہ | ف و ٹ و ج ن ک | ا ی م | ا ے | ٹ ھ و س | م ا د ہ | س ے | ز ی ا د ہ | ا س ٹ ا ئ ل | ت ھ ا |	118080	FEMALE
1	17531212306383141981.wav	پیر کے روز، سٹینفورڈ اسکول آف میڈیسن کے سائنسدانوں نے ایک جدید تشخیصی آلہ دریافت کرنے کا اعلان کیا ہے جو خلیوں کو اس کی اقسام کے لحاظ سے ترتیب دے سکتا ہے: یہ ایک چھوٹی سی پرنٹیبل چپ ہے جو غالباً ایک امریکی سنٹ میں معیاری انک جیٹ پرنٹرز کا استعمال کر کے تیار کی جا سکتی ہے-	پیر کے روز سٹینفورڈ اسکول آف میڈیسن کے سائنسدانوں نے ایک جدید تشخیصی آلہ دریافت کرنے کا اعلان کیا ہے جو خلیوں کو اس کی اقسام کے لحاظ سے ترتیب دے سکتا ہے یہ ایک چھوٹی سی پرنٹیبل چپ ہے جو غالباً ایک امریکی سنٹ میں معیاری انک جیٹ پرنٹرز کا استعمال کر کے تیار کی جا سکتی ہے	پ ی ر | ک ے | ر و ز | س ٹ ی ن ف و ر ڈ | ا س ک و ل | آ ف | م ی ڈ ی س ن | ک ے | س ا ئ ن س د ا ن و ں | ن ے | ا ی ک | ج د ی د | ت ش خ ی ص ی | آ ل ہ | د ر ی ا ف ت | ک ر ن ے | ک ا | ا ع ل ا ن | ک ی ا | ہ ے | ج و | خ ل ی و ں | ک و | ا س | ک ی | ا ق س ا م | ک ے | ل ح ا ظ | س ے | ت ر ت ی ب | د ے | س ک ت ا | ہ ے | ی ہ | ا ی ک | چ ھ و ٹ ی | س ی | پ ر ن ٹ ی ب ل | چ پ | ہ ے | ج و | غ ا ل ب ا ً | ا ی ک | ا م ر ی ک ی | س ن ٹ | م ی ں | م ع ی ا ر ی | ا ن ک | ج ی ٹ | پ ر ن ٹ ر ز | ک ا | ا س ت ع م ا ل | ک ر | ک ے | ت ی ا ر | ک ی | ج ا | س ک ت ی | ہ ے |	357120	FEMALE
495	2131689783832568126.wav	سلطنتِ روم کی عسکری نوعیت نے طبی پیش قدمیوں کے ارتقاء میں مدد دی۔	سلطنتِ روم کی عسکری نوعیت نے طبی پیش قدمیوں کے ارتقاء میں مدد دی	س ل ط ن ت ِ | ر و م | ک ی | ع س ک ر ی | ن و ع ی ت | ن ے | ط ب ی | پ ی ش | ق د م ی و ں | ک ے | ا ر ت ق ا ء | م ی ں | م د د | د ی |	124800	MALE
683	547114397874791804.wav	اگر آپ پل پار کرتے ہیں یا جھرنے کے قریب سمندری پگڈنڈی پر چلتے ہیں تو آپ بھیگنا طے ہے۔	اگر آپ پل پار کرتے ہیں یا جھرنے کے قریب سمندری پگڈنڈی پر چلتے ہیں تو آپ بھیگنا طے ہے	ا گ ر | آ پ | پ ل | پ ا ر | ک ر ت ے | ہ ی ں | ی ا | ج ھ ر ن ے | ک ے | ق ر ی ب | س م ن د ر ی | پ گ ڈ ن ڈ ی | پ ر | چ ل ت ے | ہ ی ں | ت و | آ پ | ب ھ ی گ ن ا | ط ے | ہ ے |	156480	MALE
1174	3240117960146690911.wav	مذاکرہ کاروں نے صورتِ حال کی اصلاح کی کوشش کی لیکن قیدیوں کے مطالبات واضح نہیں ہیں۔	مذاکرہ کاروں نے صورتِ حال کی اصلاح کی کوشش کی لیکن قیدیوں کے مطالبات واضح نہیں ہیں	م ذ ا ک ر ہ | ک ا ر و ں | ن ے | ص و ر ت ِ | ح ا ل | ک ی | ا ص ل ا ح | ک ی | ک و ش ش | ک ی | ل ی ک ن | ق ی د ی و ں | ک ے | م ط ا ل ب ا ت | و ا ض ح | ن ہ ی ں | ہ ی ں |	144960	MALE
308	7082045662356501165.wav	منگل کے روز وہ اوساکا میں انتقال کر گئے۔	منگل کے روز وہ اوساکا میں انتقال کر گئے	م ن گ ل | ک ے | ر و ز | و ہ | ا و س ا ک ا | م ی ں | ا ن ت ق ا ل | ک ر | گ ئ ے |	63360	FEMALE
405	11509987423648622666.wav	جرمن سب مرین کو یو بوٹ کہا جا تا تھا۔ جرمن جہاز رانی اور اپنی پن ڈبیوں کو چلانے میں بہت ماہر تھے۔	جرمن سب مرین کو یو بوٹ کہا جا تا تھا جرمن جہاز رانی اور اپنی پن ڈبیوں کو چلانے میں بہت ماہر تھے	ج ر م ن | س ب | م ر ی ن | ک و | ی و | ب و ٹ | ک ہ ا | ج ا | ت ا | ت ھ ا | ج ر م ن | ج ہ ا ز | ر ا ن ی | ا و ر | ا پ ن ی | پ ن | ڈ ب ی و ں | ک و | چ ل ا ن ے | م ی ں | ب ہ ت | م ا ہ ر | ت ھ ے |	149760	FEMALE
1350	6593477955010369884.wav	تشریح میں جغرافیائی تغیرات ہیں، جہاں عمر کی حد یورپ کے مقابلے شمالی امریکہ جیسی جگہوں میں کم ہوسکتی ہے۔	تشریح میں جغرافیائی تغیرات ہیں جہاں عمر کی حد یورپ کے مقابلے شمالی امریکہ جیسی جگہوں میں کم ہوسکتی ہے	ت ش ر ی ح | م ی ں | ج غ ر ا ف ی ا ئ ی | ت غ ی ر ا ت | ہ ی ں | ج ہ ا ں | ع م ر | ک ی | ح د | ی و ر پ | ک ے | م ق ا ب ل ے | ش م ا ل ی | ا م ر ی ک ہ | ج ی س ی | ج گ ہ و ں | م ی ں | ک م | ہ و س ک ت ی | ہ ے |	149760	FEMALE
1288	13890631428095063907.wav	ویرانے کی بقاء سے متعلق کتابیں اور رسائل عام ہیں، لیکن جنگی علاقوں سے متعلق مطبوعات کم ہیں۔	ویرانے کی بقاء سے متعلق کتابیں اور رسائل عام ہیں لیکن جنگی علاقوں سے متعلق مطبوعات کم ہیں	و ی ر ا ن ے | ک ی | ب ق ا ء | س ے | م ت ع ل ق | ک ت ا ب ی ں | ا و ر | ر س ا ئ ل | ع ا م | ہ ی ں | ل ی ک ن | ج ن گ ی | ع ل ا ق و ں | س ے | م ت ع ل ق | م ط ب و ع ا ت | ک م | ہ ی ں |	117120	FEMALE
