1246	15844514211231253015.wav	في أواخر عام 2015، أنشأت "توجي نت" راديو "أسترو نت " كمحطة إذاعية تابعة.	في أواخر عام 2015، أنشأت توجي نت راديو أسترو نت  كمحطة إذاعية تابعة	ف ي | أ و ا خ ر | ع ا م | 2 0 1 5 ، | أ ن ش أ ت | ت و ج ي | ن ت | ر ا د ي و | أ س ت ر و | ن ت | ك م ح ط ة | إ ذ ا ع ي ة | ت ا ب ع ة |	135360	MALE
289	18311023528928537036.wav	"من المؤكد أن الدائرة التلفزيونية المغلقة سترسل رسالة قوية إلى من يعملون مع الحيوانات بأن رفاهيتها هي الأولوية القصوى."	من المؤكد أن الدائرة التلفزيونية المغلقة سترسل رسالة قوية إلى من يعملون مع الحيوانات بأن رفاهيتها هي الأولوية القصوى	م ن | ا ل م ؤ ك د | أ ن | ا ل د ا ئ ر ة | ا ل ت ل ف ز ي و ن ي ة | ا ل م غ ل ق ة | س ت ر س ل | ر س ا ل ة | ق و ي ة | إ ل ى | م ن | ي ع م ل و ن | م ع | ا ل ح ي و ا ن ا ت | ب أ ن | ر ف ا ه ي ت ه ا | ه ي | ا ل أ و ل و ي ة | ا ل ق ص و ى |	183360	FEMALE
987	1723948240251394022.wav	تتميز دولة "النرويج" عادةً بوجود المضايق والوديان شديدة الانحدار، حيث تفسح فجأة الطريق أمام هضبة عالية، أو مستوية نوعاً ما.	تتميز دولة النرويج عادةً بوجود المضايق والوديان شديدة الانحدار حيث تفسح فجأة الطريق أمام هضبة عالية أو مستوية نوعاً ما	ت ت م ي ز | د و ل ة | ا ل ن ر و ي ج | ع ا د ة ً | ب و ج و د | ا ل م ض ا ي ق | و ا ل و د ي ا ن | ش د ي د ة | ا ل ا ن ح د ا ر | ح ي ث | ت ف س ح | ف ج أ ة | ا ل ط ر ي ق | أ م ا م | ه ض ب ة | ع ا ل ي ة | أ و | م س ت و ي ة | ن و ع ا ً | م ا |	180480	FEMALE
8	12010330379463248179.wav	بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي (UTC+1) في "وايتهول" في الاتجاه المقابل لشارع "داونينج" الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء.	بدأ الاحتجاج حوالي الساعة 11:00 بالتوقيت المحلي utc+1 في وايتهول في الاتجاه المقابل لشارع داونينج الذي تحرسه الشرطة وهو المقر الرسمي لرئيس الوزراء	ب د أ | ا ل ا ح ت ج ا ج | ح و ا ل ي | ا ل س ا ع ة | 1 1 : 0 0 | ب ا ل ت و ق ي ت | ا ل م ح ل ي | u t c + 1 | ف ي | و ا ي ت ه و ل | ف ي | ا ل ا ت ج ا ه | ا ل م ق ا ب ل | ل ش ا ر ع | د ا و ن ي ن ج | ا ل ذ ي | ت ح ر س ه | ا ل ش ر ط ة | و ه و | ا ل م ق ر | ا ل ر س م ي | ل ر ئ ي س | ا ل و ز ر ا ء |	210240	FEMALE
888	6617770753052205377.wav	الزيارات السياحية مكلفة، وتتطلب اللياقة البدنية، ولا يمكن أن تتم إلا في الصيف من تشرين الثاني إلى شباط، وتقتصر إلى حد كبير على شبه الجزيرة، والجزر، وبحر روس.	الزيارات السياحية مكلفة وتتطلب اللياقة البدنية ولا يمكن أن تتم إلا في الصيف من تشرين الثاني إلى شباط وتقتصر إلى حد كبير على شبه الجزيرة والجزر وبحر روس	ا ل ز ي ا ر ا ت | ا ل س ي ا ح ي ة | م ك ل ف ة | و ت ت ط ل ب | ا ل ل ي ا ق ة | ا ل ب د ن ي ة | و ل ا | ي م ك ن | أ ن | ت ت م | إ ل ا | ف ي | ا ل ص ي ف | م ن | ت ش ر ي ن | ا ل ث ا ن ي | إ ل ى | ش ب ا ط | و ت ق ت ص ر | إ ل ى | ح د | ك ب ي ر | ع ل ى | ش ب ه | ا ل ج ز ي ر ة | و ا ل ج ز ر | و ب ح ر | ر و س |	261120	FEMALE
471	3412075647516482944.wav	كانت الموازنة في الطاقة نظاماً حاولت من خلاله الدول الأوروبية أن تُحافظ على السيادة الوطنية الخاصة بجميع الدول الأوروبية.	كانت الموازنة في الطاقة نظاماً حاولت من خلاله الدول الأوروبية أن تُحافظ على السيادة الوطنية الخاصة بجميع الدول الأوروبية	ك ا ن ت | ا ل م و ا ز ن ة | ف ي | ا ل ط ا ق ة | ن ظ ا م ا ً | ح ا و ل ت | م ن | خ ل ا ل ه | ا ل د و ل | ا ل أ و ر و ب ي ة | أ ن | ت ُ ح ا ف ظ | ع ل ى | ا ل س ي ا د ة | ا ل و ط ن ي ة | ا ل خ ا ص ة | ب ج م ي ع | ا ل د و ل | ا ل أ و ر و ب ي ة |	144960	FEMALE
751	15146254898997850818.wav	على عكس المركبات الكبيرة، ربما تكون على درايةٍ بالفعل بقيادة سيارتك ومعرفة حدودها.	على عكس المركبات الكبيرة ربما تكون على درايةٍ بالفعل بقيادة سيارتك ومعرفة حدودها	ع ل ى | ع ك س | ا ل م ر ك ب ا ت | ا ل ك ب ي ر ة | ر ب م ا | ت ك و ن | ع ل ى | د ر ا ي ة ٍ | ب ا ل ف ع ل | ب ق ي ا د ة | س ي ا ر ت ك | و م ع ر ف ة | ح د و د ه ا |	125760	FEMALE
327	11487335832523654413.wav	لأن العاصفة بعيدة عن اليابسة فلا يمكن تقييم مدى وقع التأثير المحتمل على الولايات المتحدة أو جزر الكاريبي.	لأن العاصفة بعيدة عن اليابسة فلا يمكن تقييم مدى وقع التأثير المحتمل على الولايات المتحدة أو جزر الكاريبي	ل أ ن | ا ل ع ا ص ف ة | ب ع ي د ة | ع ن | ا ل ي ا ب س ة | ف ل ا | ي م ك ن | ت ق ي ي م | م د ى | و ق ع | ا ل ت أ ث ي ر | ا ل م ح ت م ل | ع ل ى | ا ل و ل ا ي ا ت | ا ل م ت ح د ة | أ و | ج ز ر | ا ل ك ا ر ي ب ي |	178560	FEMALE
1272	6681389256122516341.wav	مثالٌ على ذلك هو زيارة وتصوير ومعرفة المعلومات عن هذا النّوع من القردة (organgatuangs) في بورنيو.	مثالٌ على ذلك هو زيارة وتصوير ومعرفة المعلومات عن هذا النّوع من القردة organgatuangs في بورنيو	م ث ا ل ٌ | ع ل ى | ذ ل ك | ه و | ز ي ا ر ة | و ت ص و ي ر | و م ع ر ف ة | ا ل م ع ل و م ا ت | ع ن | ه ذ ا | ا ل ن ّ و ع | م ن | ا ل ق ر د ة | o r g a n g a t u a n g s | ف ي | ب و ر ن ي و |	193920	FEMALE
1378	942546035658414668.wav	توفّر البيانات المرتبطة بعلم الأعصاب أدلّة ملموسة للمنهج النظري في تقصّي المعرفة. بذلك تعمل على تقلُّص منطقة البحث وتجعلها أكثر دقّة بكثير.	توفّر البيانات المرتبطة بعلم الأعصاب أدلّة ملموسة للمنهج النظري في تقصّي المعرفة بذلك تعمل على تقلُّص منطقة البحث وتجعلها أكثر دقّة بكثير	ت و ف ّ ر | ا ل ب ي ا ن ا ت | ا ل م ر ت ب ط ة | ب ع ل م | ا ل أ ع ص ا ب | أ د ل ّ ة | م ل م و س ة | ل ل م ن ه ج | ا ل ن ظ ر ي | ف ي | ت ق ص ّ ي | ا ل م ع ر ف ة | ب ذ ل ك | ت ع م ل | ع ل ى | ت ق ل ُ ّ ص | م ن ط ق ة | ا ل ب ح ث | و ت ج ع ل ه ا | أ ك ث ر | د ق ّ ة | ب ك ث ي ر |	211200	FEMALE
1227	12941771077777925488.wav	كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة، شركة آي دي تي.	كما قامت رينج بتسوية دعوى قضائية مع شركة الأمن المنافسة شركة آي دي تي	ك م ا | ق ا م ت | ر ي ن ج | ب ت س و ي ة | د ع و ى | ق ض ا ئ ي ة | م ع | ش ر ك ة | ا ل أ م ن | ا ل م ن ا ف س ة | ش ر ك ة | آ ي | د ي | ت ي |	101760	FEMALE
312	16601534858702368323.wav	كان الزوجان قد تزوجا في تكساس قبل عام وجاءا إلى بافالو للاحتفال مع الأصدقاء والأقارب.	كان الزوجان قد تزوجا في تكساس قبل عام وجاءا إلى بافالو للاحتفال مع الأصدقاء والأقارب	ك ا ن | ا ل ز و ج ا ن | ق د | ت ز و ج ا | ف ي | ت ك س ا س | ق ب ل | ع ا م | و ج ا ء ا | إ ل ى | ب ا ف ا ل و | ل ل ا ح ت ف ا ل | م ع | ا ل أ ص د ق ا ء | و ا ل أ ق ا ر ب |	124800	MALE
95	3461635272633077125.wav	اتجهت السفينة إلى مدينة إيركوتسك وكانت تحت قيادة القوات الداخلية.	اتجهت السفينة إلى مدينة إيركوتسك وكانت تحت قيادة القوات الداخلية	ا ت ج ه ت | ا ل س ف ي ن ة | إ ل ى | م د ي ن ة | إ ي ر ك و ت س ك | و ك ا ن ت | ت ح ت | ق ي ا د ة | ا ل ق و ا ت | ا ل د ا خ ل ي ة |	96960	FEMALE
435	13292430152382983172.wav	حاولت لوكسمبورغ دائمًا أن تكون دولة حيادية ولكن ألمانيا احتلتها في الحرب العالمية الأولى والثانية.	حاولت لوكسمبورغ دائمًا أن تكون دولة حيادية ولكن ألمانيا احتلتها في الحرب العالمية الأولى والثانية	ح ا و ل ت | ل و ك س م ب و ر غ | د ا ئ م ً ا | أ ن | ت ك و ن | د و ل ة | ح ي ا د ي ة | و ل ك ن | أ ل م ا ن ي ا | ا ح ت ل ت ه ا | ف ي | ا ل ح ر ب | ا ل ع ا ل م ي ة | ا ل أ و ل ى | و ا ل ث ا ن ي ة |	138240	FEMALE
345	7812306125744235419.wav	تقوم المنظمة العالمية بالفعل بتقديم التقارير باللغتين الإنجليزية واليابانية، وهي تطلق برامج باللغة الإسبانية والإيطالية والكورية للتليفزيون والويب والأجهزة المحمولة.	تقوم المنظمة العالمية بالفعل بتقديم التقارير باللغتين الإنجليزية واليابانية وهي تطلق برامج باللغة الإسبانية والإيطالية والكورية للتليفزيون والويب والأجهزة المحمولة	ت ق و م | ا ل م ن ظ م ة | ا ل ع ا ل م ي ة | ب ا ل ف ع ل | ب ت ق د ي م | ا ل ت ق ا ر ي ر | ب ا ل ل غ ت ي ن | ا ل إ ن ج ل ي ز ي ة | و ا ل ي ا ب ا ن ي ة | و ه ي | ت ط ل ق | ب ر ا م ج | ب ا ل ل غ ة | ا ل إ س ب ا ن ي ة | و ا ل إ ي ط ا ل ي ة | و ا ل ك و ر ي ة | ل ل ت ل ي ف ز ي و ن | و ا ل و ي ب | و ا ل أ ج ه ز ة | ا ل م ح م و ل ة |	209280	FEMALE
1362	10058986041070511183.wav	تحبّ حيوانات النّمر القزم أكل الحيوانات الصغيرة، فهي تصطاد القرود والثعابين والقوارض والطّيور إذا استطاعت ذلك. تقريباً جميع الحيوانات التي يصطادها النّمر القزم تصغره حجماً.	تحبّ حيوانات النّمر القزم أكل الحيوانات الصغيرة فهي تصطاد القرود والثعابين والقوارض والطّيور إذا استطاعت ذلك تقريباً جميع الحيوانات التي يصطادها النّمر القزم تصغره حجماً	ت ح ب ّ | ح ي و ا ن ا ت | ا ل ن ّ م ر | ا ل ق ز م | أ ك ل | ا ل ح ي و ا ن ا ت | ا ل ص غ ي ر ة | ف ه ي | ت ص ط ا د | ا ل ق ر و د | و ا ل ث ع ا ب ي ن | و ا ل ق و ا ر ض | و ا ل ط ّ ي و ر | إ ذ ا | ا س ت ط ا ع ت | ذ ل ك | ت ق ر ي ب ا ً | ج م ي ع | ا ل ح ي و ا ن ا ت | ا ل ت ي | ي ص ط ا د ه ا | ا ل ن ّ م ر | ا ل ق ز م | ت ص غ ر ه | ح ج م ا ً |	264960	MALE
903	9599289775436699096.wav	الإعصار عمود دوار من هواء ذي ضغط شديد الانخفاض يشفط الهواء المحيط للداخل ولأعلى.	الإعصار عمود دوار من هواء ذي ضغط شديد الانخفاض يشفط الهواء المحيط للداخل ولأعلى	ا ل إ ع ص ا ر | ع م و د | د و ا ر | م ن | ه و ا ء | ذ ي | ض غ ط | ش د ي د | ا ل ا ن خ ف ا ض | ي ش ف ط | ا ل ه و ا ء | ا ل م ح ي ط | ل ل د ا خ ل | و ل أ ع ل ى |	107520	FEMALE
300	4427768953009181360.wav	قد يفتح فشل الجملة الثانية، التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس، الباب للاتحادات المدنية في المستقبل.	قد يفتح فشل الجملة الثانية التي تقترح منع الاتحادات المدنية لشخصين من نفس الجنس الباب للاتحادات المدنية في المستقبل	ق د | ي ف ت ح | ف ش ل | ا ل ج م ل ة | ا ل ث ا ن ي ة | ا ل ت ي | ت ق ت ر ح | م ن ع | ا ل ا ت ح ا د ا ت | ا ل م د ن ي ة | ل ش خ ص ي ن | م ن | ن ف س | ا ل ج ن س | ا ل ب ا ب | ل ل ا ت ح ا د ا ت | ا ل م د ن ي ة | ف ي | ا ل م س ت ق ب ل |	174720	FEMALE
1064	9506244645932047398.wav	وقد الغوا الجولة بعد إصابة المطرب الرئيسي "ستيفن تايلر" بعد أن سقط من على خشبة المسرح أثناء أدائه في الخامس من آب.	وقد الغوا الجولة بعد إصابة المطرب الرئيسي ستيفن تايلر بعد أن سقط من على خشبة المسرح أثناء أدائه في الخامس من آب	و ق د | ا ل غ و ا | ا ل ج و ل ة | ب ع د | إ ص ا ب ة | ا ل م ط ر ب | ا ل ر ئ ي س ي | س ت ي ف ن | ت ا ي ل ر | ب ع د | أ ن | س ق ط | م ن | ع ل ى | خ ش ب ة | ا ل م س ر ح | أ ث ن ا ء | أ د ا ئ ه | ف ي | ا ل خ ا م س | م ن | آ ب |	179520	FEMALE
1479	6696659499091367003.wav	يمكن تشكيل الذهب على شتى الأشكال. يمكن لفه في أشكالٍ صغيرة.	يمكن تشكيل الذهب على شتى الأشكال يمكن لفه في أشكالٍ صغيرة	ي م ك ن | ت ش ك ي ل | ا ل ذ ه ب | ع ل ى | ش ت ى | ا ل أ ش ك ا ل | ي م ك ن | ل ف ه | ف ي | أ ش ك ا ل ٍ | ص غ ي ر ة |	73920	FEMALE
15	7888418077546220669.wav	بعد المباراة، أفاد "ملك الملاعب الترابية": "أنا متحمس للعودة في الجولات الأخيرة لأهم الأحداث، فأنا هنا لمحاولة الفوز بهذا."	بعد المباراة أفاد ملك الملاعب الترابية أنا متحمس للعودة في الجولات الأخيرة لأهم الأحداث فأنا هنا لمحاولة الفوز بهذا	ب ع د | ا ل م ب ا ر ا ة | أ ف ا د | م ل ك | ا ل م ل ا ع ب | ا ل ت ر ا ب ي ة | أ ن ا | م ت ح م س | ل ل ع و د ة | ف ي | ا ل ج و ل ا ت | ا ل أ خ ي ر ة | ل أ ه م | ا ل أ ح د ا ث | ف أ ن ا | ه ن ا | ل م ح ا و ل ة | ا ل ف و ز | ب ه ذ ا |	140160	FEMALE
38	18237456283229986089.wav	حصل برنامج بي بي إس على أكثر من 24 جائزة إيمي وكانت مدة عرضه أقصر من "سيسم ستريت" و"ومستر روجرز نيبرهود".	حصل برنامج بي بي إس على أكثر من 24 جائزة إيمي وكانت مدة عرضه أقصر من سيسم ستريت و"ومستر روجرز نيبرهود	ح ص ل | ب ر ن ا م ج | ب ي | ب ي | إ س | ع ل ى | أ ك ث ر | م ن | 2 4 | ج ا ئ ز ة | إ ي م ي | و ك ا ن ت | م د ة | ع ر ض ه | أ ق ص ر | م ن | س ي س م | س ت ر ي ت | و " و م س ت ر | ر و ج ر ز | ن ي ب ر ه و د |	234240	FEMALE
694	9426335018357219123.wav	القدس عاصمة إسرائيل وأكبر مدنها رغم أن معظم الدول الأخرى والأمم المتحدة لا تعترف بها عاصمة لها.	القدس عاصمة إسرائيل وأكبر مدنها رغم أن معظم الدول الأخرى والأمم المتحدة لا تعترف بها عاصمة لها	ا ل ق د س | ع ا ص م ة | إ س ر ا ئ ي ل | و أ ك ب ر | م د ن ه ا | ر غ م | أ ن | م ع ظ م | ا ل د و ل | ا ل أ خ ر ى | و ا ل أ م م | ا ل م ت ح د ة | ل ا | ت ع ت ر ف | ب ه ا | ع ا ص م ة | ل ه ا |	117120	FEMALE
