1408	14937804473151608532.wav	Δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη Σουηδία, καθώς και για άλλες 28 χώρες.	δημιούργησε περισσότερα από 1.000 γραμματόσημα για τη σουηδία καθώς και για άλλες 28 χώρες	δ η μ ι ο ύ ρ γ η σ ε | π ε ρ ι σ σ ό τ ε ρ α | α π ό | 1 . 0 0 0 | γ ρ α μ μ α τ ό σ η μ α | γ ι α | τ η | σ ο υ η δ ί α | κ α θ ώ ς | κ α ι | γ ι α | ά λ λ ε ς | 2 8 | χ ώ ρ ε ς |	121920	MALE
277	10144014558597108359.wav	Ο Στερνς κάνει έρευνα για το αν φόροι πηγαίνουν στη χρηματοδότηση εκτρώσεων μέσω της Προγραμματισμένης Γονιμότητας, με τη θέση του ως πρόεδρος της υποεπιτροπής ελέγχου και έρευνας, που τελεί υπό την προστασία της επιτροπής Ενέργειας και Εμπορίου του κοινοβουλίου.	ο στερνς κάνει έρευνα για το αν φόροι πηγαίνουν στη χρηματοδότηση εκτρώσεων μέσω της προγραμματισμένης γονιμότητας με τη θέση του ως πρόεδρος της υποεπιτροπής ελέγχου και έρευνας που τελεί υπό την προστασία της επιτροπής ενέργειας και εμπορίου του κοινοβουλίου	ο | σ τ ε ρ ν ς | κ ά ν ε ι | έ ρ ε υ ν α | γ ι α | τ ο | α ν | φ ό ρ ο ι | π η γ α ί ν ο υ ν | σ τ η | χ ρ η μ α τ ο δ ό τ η σ η | ε κ τ ρ ώ σ ε ω ν | μ έ σ ω | τ η ς | π ρ ο γ ρ α μ μ α τ ι σ μ έ ν η ς | γ ο ν ι μ ό τ η τ α ς | μ ε | τ η | θ έ σ η | τ ο υ | ω ς | π ρ ό ε δ ρ ο ς | τ η ς | υ π ο ε π ι τ ρ ο π ή ς | ε λ έ γ χ ο υ | κ α ι | έ ρ ε υ ν α ς | π ο υ | τ ε λ ε ί | υ π ό | τ η ν | π ρ ο σ τ α σ ί α | τ η ς | ε π ι τ ρ ο π ή ς | ε ν έ ρ γ ε ι α ς | κ α ι | ε μ π ο ρ ί ο υ | τ ο υ | κ ο ι ν ο β ο υ λ ί ο υ |	377280	MALE
200	15274181945733835051.wav	«Ευελπιστώ να επανέλθω σε όλα τα καθήκοντά μου από τη Δευτέρα», είπε ο Άριας σε δήλωσή του.	«ευελπιστώ να επανέλθω σε όλα τα καθήκοντά μου από τη δευτέρα» είπε ο άριας σε δήλωσή του	« ε υ ε λ π ι σ τ ώ | ν α | ε π α ν έ λ θ ω | σ ε | ό λ α | τ α | κ α θ ή κ ο ν τ ά | μ ο υ | α π ό | τ η | δ ε υ τ έ ρ α » | ε ί π ε | ο | ά ρ ι α ς | σ ε | δ ή λ ω σ ή | τ ο υ |	124800	FEMALE
71	17958537795490612898.wav	Η εταιρεία διαχείρισης του συγκροτήματος, HK Management Inc., αρχικά δεν έδωσε καμία αιτιολογία για την ακύρωση που έγινε στις 20 Σεπτεμβρίου, όμως την επόμενη μέρα επικαλέστηκαν υλικοτεχνικούς λόγους.	η εταιρεία διαχείρισης του συγκροτήματος hk management inc αρχικά δεν έδωσε καμία αιτιολογία για την ακύρωση που έγινε στις 20 σεπτεμβρίου όμως την επόμενη μέρα επικαλέστηκαν υλικοτεχνικούς λόγους	η | ε τ α ι ρ ε ί α | δ ι α χ ε ί ρ ι σ η ς | τ ο υ | σ υ γ κ ρ ο τ ή μ α τ ο ς | h k | m a n a g e m e n t | i n c | α ρ χ ι κ ά | δ ε ν | έ δ ω σ ε | κ α μ ί α | α ι τ ι ο λ ο γ ί α | γ ι α | τ η ν | α κ ύ ρ ω σ η | π ο υ | έ γ ι ν ε | σ τ ι ς | 2 0 | σ ε π τ ε μ β ρ ί ο υ | ό μ ω ς | τ η ν | ε π ό μ ε ν η | μ έ ρ α | ε π ι κ α λ έ σ τ η κ α ν | υ λ ι κ ο τ ε χ ν ι κ ο ύ ς | λ ό γ ο υ ς |	257280	MALE
1250	7817422148927527827.wav	Ο μορφότυπος 35 χιλιοστών στην πραγματικότητα είναι 36 χιλιοστά σε πλάτος, γεγονός που δημιουργεί σύγχυση, και 24 χιλιοστά σε ύψος.	ο μορφότυπος 35 χιλιοστών στην πραγματικότητα είναι 36 χιλιοστά σε πλάτος γεγονός που δημιουργεί σύγχυση και 24 χιλιοστά σε ύψος	ο | μ ο ρ φ ό τ υ π ο ς | 3 5 | χ ι λ ι ο σ τ ώ ν | σ τ η ν | π ρ α γ μ α τ ι κ ό τ η τ α | ε ί ν α ι | 3 6 | χ ι λ ι ο σ τ ά | σ ε | π λ ά τ ο ς | γ ε γ ο ν ό ς | π ο υ | δ η μ ι ο υ ρ γ ε ί | σ ύ γ χ υ σ η | κ α ι | 2 4 | χ ι λ ι ο σ τ ά | σ ε | ύ ψ ο ς |	224640	MALE
441	7843614332536869124.wav	Κατά τον 18ο αιώνα, η Καμπότζη βρέθηκε να πιέζεται από τους δύο ισχυρούς της γείτονες, την Ταϊλάνδη και το Βιετνάμ.	κατά τον 18ο αιώνα η καμπότζη βρέθηκε να πιέζεται από τους δύο ισχυρούς της γείτονες την ταϊλάνδη και το βιετνάμ	κ α τ ά | τ ο ν | 1 8 ο | α ι ώ ν α | η | κ α μ π ό τ ζ η | β ρ έ θ η κ ε | ν α | π ι έ ζ ε τ α ι | α π ό | τ ο υ ς | δ ύ ο | ι σ χ υ ρ ο ύ ς | τ η ς | γ ε ί τ ο ν ε ς | τ η ν | τ α ϊ λ ά ν δ η | κ α ι | τ ο | β ι ε τ ν ά μ |	166720	FEMALE
323	12143880034280210442.wav	Το ΑΕΠ της Κίνας ενδέχεται να ξεπεράσει το αντίστοιχο των Ηνωμένων Πολιτειών εντός δύο δεκαετιών.	το αεπ της κίνας ενδέχεται να ξεπεράσει το αντίστοιχο των ηνωμένων πολιτειών εντός δύο δεκαετιών	τ ο | α ε π | τ η ς | κ ί ν α ς | ε ν δ έ χ ε τ α ι | ν α | ξ ε π ε ρ ά σ ε ι | τ ο | α ν τ ί σ τ ο ι χ ο | τ ω ν | η ν ω μ έ ν ω ν | π ο λ ι τ ε ι ώ ν | ε ν τ ό ς | δ ύ ο | δ ε κ α ε τ ι ώ ν |	128640	FEMALE
833	10493508788840066411.wav	Η εγγραφή στα μητρώα είναι μια ακόμα απαίτηση για τη διαδικασία έκδοσης βίζας. Σε κάποια κράτη, πρέπει να δηλωθεί η παρουσία σας και η διεύθυνση που μένετε στις τοπικές αρχές.	η εγγραφή στα μητρώα είναι μια ακόμα απαίτηση για τη διαδικασία έκδοσης βίζας σε κάποια κράτη πρέπει να δηλωθεί η παρουσία σας και η διεύθυνση που μένετε στις τοπικές αρχές	η | ε γ γ ρ α φ ή | σ τ α | μ η τ ρ ώ α | ε ί ν α ι | μ ι α | α κ ό μ α | α π α ί τ η σ η | γ ι α | τ η | δ ι α δ ι κ α σ ί α | έ κ δ ο σ η ς | β ί ζ α ς | σ ε | κ ά π ο ι α | κ ρ ά τ η | π ρ έ π ε ι | ν α | δ η λ ω θ ε ί | η | π α ρ ο υ σ ί α | σ α ς | κ α ι | η | δ ι ε ύ θ υ ν σ η | π ο υ | μ έ ν ε τ ε | σ τ ι ς | τ ο π ι κ έ ς | α ρ χ έ ς |	202560	FEMALE
1012	6612794520550366085.wav	Μέσω των υπέρυθρων εικόνων φαίνεται ότι οι διακυμάνσεις της θερμοκρασίας τη νύχτα και τη μέρα, δείχνουν ότι μάλλον πρόκειται για σπήλαια.	μέσω των υπέρυθρων εικόνων φαίνεται ότι οι διακυμάνσεις της θερμοκρασίας τη νύχτα και τη μέρα δείχνουν ότι μάλλον πρόκειται για σπήλαια	μ έ σ ω | τ ω ν | υ π έ ρ υ θ ρ ω ν | ε ι κ ό ν ω ν | φ α ί ν ε τ α ι | ό τ ι | ο ι | δ ι α κ υ μ ά ν σ ε ι ς | τ η ς | θ ε ρ μ ο κ ρ α σ ί α ς | τ η | ν ύ χ τ α | κ α ι | τ η | μ έ ρ α | δ ε ί χ ν ο υ ν | ό τ ι | μ ά λ λ ο ν | π ρ ό κ ε ι τ α ι | γ ι α | σ π ή λ α ι α |	103680	FEMALE
80	5822366781839622194.wav	Οι δύο αντίπαλοι θα βρισκόντουσαν στον μεγάλο ημιτελικό όπου το Noosa νίκησε με 11 πόντους.	οι δύο αντίπαλοι θα βρισκόντουσαν στον μεγάλο ημιτελικό όπου το noosa νίκησε με 11 πόντους	ο ι | δ ύ ο | α ν τ ί π α λ ο ι | θ α | β ρ ι σ κ ό ν τ ο υ σ α ν | σ τ ο ν | μ ε γ ά λ ο | η μ ι τ ε λ ι κ ό | ό π ο υ | τ ο | n o o s a | ν ί κ η σ ε | μ ε | 1 1 | π ό ν τ ο υ ς |	144960	MALE
1057	4815974659705699532.wav	Η «προσωπική συμμετοχή» και οι «συνεχείς σχέσεις» προσδιορίστηκαν επίσης ως πτυχές ώθησης από τους Eighmey και McCord (1998) κατά την έρευνα των αντιδράσεων του κοινού στους ιστοτόπους.	η «προσωπική συμμετοχή» και οι «συνεχείς σχέσεις» προσδιορίστηκαν επίσης ως πτυχές ώθησης από τους eighmey και mccord 1998 κατά την έρευνα των αντιδράσεων του κοινού στους ιστοτόπους	η | « π ρ ο σ ω π ι κ ή | σ υ μ μ ε τ ο χ ή » | κ α ι | ο ι | « σ υ ν ε χ ε ί ς | σ χ έ σ ε ι ς » | π ρ ο σ δ ι ο ρ ί σ τ η κ α ν | ε π ί σ η ς | ω ς | π τ υ χ έ ς | ώ θ η σ η ς | α π ό | τ ο υ ς | e i g h m e y | κ α ι | m c c o r d | 1 9 9 8 | κ α τ ά | τ η ν | έ ρ ε υ ν α | τ ω ν | α ν τ ι δ ρ ά σ ε ω ν | τ ο υ | κ ο ι ν ο ύ | σ τ ο υ ς | ι σ τ ο τ ό π ο υ ς |	221760	MALE
972	13845013645797008983.wav	Συγκεκριμένα, το αριθμητικό σύστημα των γαλλόφωνων χωρών του Βελγίου και της Ελβετίας έχει κάποιες ιδιαιτερότητες που το διαφοροποιούν από τα γαλλικά που ομιλούνται στη Γαλλία και η προφορά κάποιων λέξεων είναι ελαφρώς διαφορετική.	συγκεκριμένα το αριθμητικό σύστημα των γαλλόφωνων χωρών του βελγίου και της ελβετίας έχει κάποιες ιδιαιτερότητες που το διαφοροποιούν από τα γαλλικά που ομιλούνται στη γαλλία και η προφορά κάποιων λέξεων είναι ελαφρώς διαφορετική	σ υ γ κ ε κ ρ ι μ έ ν α | τ ο | α ρ ι θ μ η τ ι κ ό | σ ύ σ τ η μ α | τ ω ν | γ α λ λ ό φ ω ν ω ν | χ ω ρ ώ ν | τ ο υ | β ε λ γ ί ο υ | κ α ι | τ η ς | ε λ β ε τ ί α ς | έ χ ε ι | κ ά π ο ι ε ς | ι δ ι α ι τ ε ρ ό τ η τ ε ς | π ο υ | τ ο | δ ι α φ ο ρ ο π ο ι ο ύ ν | α π ό | τ α | γ α λ λ ι κ ά | π ο υ | ο μ ι λ ο ύ ν τ α ι | σ τ η | γ α λ λ ί α | κ α ι | η | π ρ ο φ ο ρ ά | κ ά π ο ι ω ν | λ έ ξ ε ω ν | ε ί ν α ι | ε λ α φ ρ ώ ς | δ ι α φ ο ρ ε τ ι κ ή |	258240	FEMALE
535	3072760780857714090.wav	Το πιο συνηθισμένο είδος τουρισμού αποτελεί πιθανόν αυτό που οι περισσότεροι συσχετίζουν με τα ταξίδια: τουρισμός αναψυχής.	το πιο συνηθισμένο είδος τουρισμού αποτελεί πιθανόν αυτό που οι περισσότεροι συσχετίζουν με τα ταξίδια τουρισμός αναψυχής	τ ο | π ι ο | σ υ ν η θ ι σ μ έ ν ο | ε ί δ ο ς | τ ο υ ρ ι σ μ ο ύ | α π ο τ ε λ ε ί | π ι θ α ν ό ν | α υ τ ό | π ο υ | ο ι | π ε ρ ι σ σ ό τ ε ρ ο ι | σ υ σ χ ε τ ί ζ ο υ ν | μ ε | τ α | τ α ξ ί δ ι α | τ ο υ ρ ι σ μ ό ς | α ν α ψ υ χ ή ς |	119040	MALE
596	3839372915814677238.wav	Η μικρότερη δομική και λειτουργική μονάδα ενός ζωντανού (όντος) οργανισμού είναι το κύτταρο.	η μικρότερη δομική και λειτουργική μονάδα ενός ζωντανού όντος οργανισμού είναι το κύτταρο	η | μ ι κ ρ ό τ ε ρ η | δ ο μ ι κ ή | κ α ι | λ ε ι τ ο υ ρ γ ι κ ή | μ ο ν ά δ α | ε ν ό ς | ζ ω ν τ α ν ο ύ | ό ν τ ο ς | ο ρ γ α ν ι σ μ ο ύ | ε ί ν α ι | τ ο | κ ύ τ τ α ρ ο |	103680	MALE
360	17798629995011274849.wav	Οι επιστήμονες ονομάζουν αυτή την διαδικασία «εξαναγκασμένη εκπομπή ακτινοβολίας» καθώς τα άτομα διεγείρονται από το έντονο φως, και προκαλούν την εκπομπή ενός φωτονίου του φωτός, και το φως αποτελεί μια μορφή ακτινοβολίας.	οι επιστήμονες ονομάζουν αυτή την διαδικασία «εξαναγκασμένη εκπομπή ακτινοβολίας» καθώς τα άτομα διεγείρονται από το έντονο φως και προκαλούν την εκπομπή ενός φωτονίου του φωτός και το φως αποτελεί μια μορφή ακτινοβολίας	ο ι | ε π ι σ τ ή μ ο ν ε ς | ο ν ο μ ά ζ ο υ ν | α υ τ ή | τ η ν | δ ι α δ ι κ α σ ί α | « ε ξ α ν α γ κ α σ μ έ ν η | ε κ π ο μ π ή | α κ τ ι ν ο β ο λ ί α ς » | κ α θ ώ ς | τ α | ά τ ο μ α | δ ι ε γ ε ί ρ ο ν τ α ι | α π ό | τ ο | έ ν τ ο ν ο | φ ω ς | κ α ι | π ρ ο κ α λ ο ύ ν | τ η ν | ε κ π ο μ π ή | ε ν ό ς | φ ω τ ο ν ί ο υ | τ ο υ | φ ω τ ό ς | κ α ι | τ ο | φ ω ς | α π ο τ ε λ ε ί | μ ι α | μ ο ρ φ ή | α κ τ ι ν ο β ο λ ί α ς |	264960	FEMALE
1320	11117447449667167078.wav	Οι νότιες νήσοι Σέτλαντ, που ανακαλύφθηκαν το 1819, είναι αντικείμενο διεκδίκησης για πολλά κράτη και διαθέτουν τις περισσότερες βάσεις, καθώς υπάρχουν δεκαέξι ενεργές το 2020.	οι νότιες νήσοι σέτλαντ που ανακαλύφθηκαν το 1819 είναι αντικείμενο διεκδίκησης για πολλά κράτη και διαθέτουν τις περισσότερες βάσεις καθώς υπάρχουν δεκαέξι ενεργές το 2020	ο ι | ν ό τ ι ε ς | ν ή σ ο ι | σ έ τ λ α ν τ | π ο υ | α ν α κ α λ ύ φ θ η κ α ν | τ ο | 1 8 1 9 | ε ί ν α ι | α ν τ ι κ ε ί μ ε ν ο | δ ι ε κ δ ί κ η σ η ς | γ ι α | π ο λ λ ά | κ ρ ά τ η | κ α ι | δ ι α θ έ τ ο υ ν | τ ι ς | π ε ρ ι σ σ ό τ ε ρ ε ς | β ά σ ε ι ς | κ α θ ώ ς | υ π ά ρ χ ο υ ν | δ ε κ α έ ξ ι | ε ν ε ρ γ έ ς | τ ο | 2 0 2 0 |	238080	FEMALE
64	17827725631849631061.wav	Το Εθνικό Συνέδριο της Βραζιλίας συζητά περί της νομιμοποίησης εδώ και δέκα χρόνια, ενώ τέτοιου είδους πολιτικοί γάμοι είναι επί του παρόντος νόμιμοι μόνο στο Ρίο Γκράντε ντο Σουλ.	το εθνικό συνέδριο της βραζιλίας συζητά περί της νομιμοποίησης εδώ και δέκα χρόνια ενώ τέτοιου είδους πολιτικοί γάμοι είναι επί του παρόντος νόμιμοι μόνο στο ρίο γκράντε ντο σουλ	τ ο | ε θ ν ι κ ό | σ υ ν έ δ ρ ι ο | τ η ς | β ρ α ζ ι λ ί α ς | σ υ ζ η τ ά | π ε ρ ί | τ η ς | ν ο μ ι μ ο π ο ί η σ η ς | ε δ ώ | κ α ι | δ έ κ α | χ ρ ό ν ι α | ε ν ώ | τ έ τ ο ι ο υ | ε ί δ ο υ ς | π ο λ ι τ ι κ ο ί | γ ά μ ο ι | ε ί ν α ι | ε π ί | τ ο υ | π α ρ ό ν τ ο ς | ν ό μ ι μ ο ι | μ ό ν ο | σ τ ο | ρ ί ο | γ κ ρ ά ν τ ε | ν τ ο | σ ο υ λ |	168000	FEMALE
796	424868985871758000.wav	Χρειάζεται να δείξουν τη διεύθυνση ηλεκτρονικού ταχυδρομείου του ασφαλιστή και διεθνείς τηλεφωνικούς αριθμούς για συμβουλές/άδειες και θεμελίωση αξιώσεων.	χρειάζεται να δείξουν τη διεύθυνση ηλεκτρονικού ταχυδρομείου του ασφαλιστή και διεθνείς τηλεφωνικούς αριθμούς για συμβουλές/άδειες και θεμελίωση αξιώσεων	χ ρ ε ι ά ζ ε τ α ι | ν α | δ ε ί ξ ο υ ν | τ η | δ ι ε ύ θ υ ν σ η | η λ ε κ τ ρ ο ν ι κ ο ύ | τ α χ υ δ ρ ο μ ε ί ο υ | τ ο υ | α σ φ α λ ι σ τ ή | κ α ι | δ ι ε θ ν ε ί ς | τ η λ ε φ ω ν ι κ ο ύ ς | α ρ ι θ μ ο ύ ς | γ ι α | σ υ μ β ο υ λ έ ς / ά δ ε ι ε ς | κ α ι | θ ε μ ε λ ί ω σ η | α ξ ι ώ σ ε ω ν |	175680	FEMALE
