1039	303579745687635629.wav	Այն ինչ ես ասում եմ մարդկանց սա է՝ վերաբերվեք մեզ այնպես, ինչպես մենք ենք ձեզ վերաբերվում։	այն ինչ ես ասում եմ մարդկանց սա է վերաբերվեք մեզ այնպես ինչպես մենք ենք ձեզ վերաբերվում	ա յ ն | ի ն չ | ե ս | ա ս ո ւ մ | ե մ | մ ա ր դ կ ա ն ց | ս ա | է | վ ե ր ա բ ե ր վ ե ք | մ ե զ | ա յ ն պ ե ս | ի ն չ պ ե ս | մ ե ն ք | ե ն ք | ձ ե զ | վ ե ր ա բ ե ր վ ո ւ մ |	139200	MALE
907	8901477592355322500.wav	Դրանք մի քանի պատճառով ցանցային պրոքսիներից գերադասելի են. դրանք վերափոխում են ոչ միայն http-ն, այլ ողջ համացանցային թրաֆիքը:	դրանք մի քանի պատճառով ցանցային պրոքսիներից գերադասելի են. դրանք վերափոխում են ոչ միայն http-ն այլ ողջ համացանցային թրաֆիքը:	դ ր ա ն ք | մ ի | ք ա ն ի | պ ա տ ճ ա ռ ո վ | ց ա ն ց ա յ ի ն | պ ր ո ք ս ի ն ե ր ի ց | գ ե ր ա դ ա ս ե լ ի | ե ն . | դ ր ա ն ք | վ ե ր ա փ ո խ ո ւ մ | ե ն | ո չ | մ ի ա յ ն | h t t p - ն | ա յ լ | ո ղ ջ | հ ա մ ա ց ա ն ց ա յ ի ն | թ ր ա ֆ ի ք ը : |	188160	MALE
688	3137882319447319101.wav	Դամբարանի առասպելական հարուստներն այլևս այնտեղ չեն, այլ տեղափոխվել են Կահիրեի եգիպտական թանգարան:	դամբարանի առասպելական հարուստներն այլևս այնտեղ չեն այլ տեղափոխվել են կահիրեի եգիպտական թանգարան	դ ա մ բ ա ր ա ն ի | ա ռ ա ս պ ե լ ա կ ա ն | հ ա ր ո ւ ս տ ն ե ր ն | ա յ լ և ս | ա յ ն տ ե ղ | չ ե ն | ա յ լ | տ ե ղ ա փ ո խ վ ե լ | ե ն | կ ա հ ի ր ե ի | ե գ ի պ տ ա կ ա ն | թ ա ն գ ա ր ա ն |	136320	MALE
568	16209057821409500944.wav	Կան աչքի բազում տարբեր կառուցվածքներ, որոնք տարբերվում են իրենց բարդությամբ՝ կախված օրգանիզմի պահանջներից:	կան աչքի բազում տարբեր կառուցվածքներ որոնք տարբերվում են իրենց բարդությամբ կախված օրգանիզմի պահանջներից	կ ա ն | ա չ ք ի | բ ա զ ո ւ մ | տ ա ր բ ե ր | կ ա ռ ո ւ ց վ ա ծ ք ն ե ր | ո ր ո ն ք | տ ա ր բ ե ր վ ո ւ մ | ե ն | ի ր ե ն ց | բ ա ր դ ո ւ թ յ ա մ բ | կ ա խ վ ա ծ | օ ր գ ա ն ի զ մ ի | պ ա հ ա ն ջ ն ե ր ի ց |	133440	FEMALE
814	5354543422256402002.wav	Քիչ պատրաստություններ են հարկավոր դյուրին արահետով մեկ օրվա արշավի համար, և ցանկացած չափավոր ֆիզիկական պատրաստվածություն ունեցող անձ, կարող է վայելել դա:	քիչ պատրաստություններ են հարկավոր դյուրին արահետով մեկ օրվա արշավի համար և ցանկացած չափավոր ֆիզիկական պատրաստվածություն ունեցող անձ կարող է վայելել դա	ք ի չ | պ ա տ ր ա ս տ ո ւ թ յ ո ւ ն ն ե ր | ե ն | հ ա ր կ ա վ ո ր | դ յ ո ւ ր ի ն | ա ր ա հ ե տ ո վ | մ ե կ | օ ր վ ա | ա ր շ ա վ ի | հ ա մ ա ր | և | ց ա ն կ ա ց ա ծ | չ ա փ ա վ ո ր | ֆ ի զ ի կ ա կ ա ն | պ ա տ ր ա ս տ վ ա ծ ո ւ թ յ ո ւ ն | ո ւ ն ե ց ո ղ | ա ն ձ | կ ա ր ո ղ | է | վ ա յ ե լ ե լ | դ ա |	191040	FEMALE
327	14455167268399351658.wav	Քանի որ փոթորիկը հեռու է սողանքից, դեռևս դժվար է գնահատել Ամերիկայի Միացյալ Նահանգների կամ Կարիբյան կղզիների վրա վերջինիս հնարավոր ազդեցությունը:	քանի որ փոթորիկը հեռու է սողանքից դեռևս դժվար է գնահատել ամերիկայի միացյալ նահանգների կամ կարիբյան կղզիների վրա վերջինիս հնարավոր ազդեցությունը	ք ա ն ի | ո ր | փ ո թ ո ր ի կ ը | հ ե ռ ո ւ | է | ս ո ղ ա ն ք ի ց | դ ե ռ և ս | դ ժ վ ա ր | է | գ ն ա հ ա տ ե լ | ա մ ե ր ի կ ա յ ի | մ ի ա ց յ ա լ | ն ա հ ա ն գ ն ե ր ի | կ ա մ | կ ա ր ի բ յ ա ն | կ ղ զ ի ն ե ր ի | վ ր ա | վ ե ր ջ ի ն ի ս | հ ն ա ր ա վ ո ր | ա զ դ ե ց ո ւ թ յ ո ւ ն ը |	247680	FEMALE
77	16052273647487260143.wav	Սակայն նա կրկնեց իր ավելի վաղ արած հայտարարությունը, որ Ռո վ. Ուեյդը «երկրի սահմանված օրենքն» էր, շեշտադրելով Գերագույն դատարանի հետևողական վճիռների կարևորությունը:	սակայն նա կրկնեց իր ավելի վաղ արած հայտարարությունը որ ռո վ ուեյդը երկրի սահմանված օրենքն էր շեշտադրելով գերագույն դատարանի հետևողական վճիռների կարևորությունը	ս ա կ ա յ ն | ն ա | կ ր կ ն ե ց | ի ր | ա վ ե լ ի | վ ա ղ | ա ր ա ծ | հ ա յ տ ա ր ա ր ո ւ թ յ ո ւ ն ը | ո ր | ռ ո | վ | ո ւ ե յ դ ը | ե ր կ ր ի | ս ա հ մ ա ն վ ա ծ | օ ր ե ն ք ն | է ր | շ ե շ տ ա դ ր ե լ ո վ | գ ե ր ա գ ո ւ յ ն | դ ա տ ա ր ա ն ի | հ ե տ և ո ղ ա կ ա ն | վ ճ ի ռ ն ե ր ի | կ ա ր և ո ր ո ւ թ յ ո ւ ն ը |	243840	MALE
887	15005972585921223557.wav	Անտարկտիկան Երկիր մոլորակի ամենացուրտ վայրն է և շրջապատում է Հարավային բևեռը:	անտարկտիկան երկիր մոլորակի ամենացուրտ վայրն է և շրջապատում է հարավային բևեռը	ա ն տ ա ր կ տ ի կ ա ն | ե ր կ ի ր | մ ո լ ո ր ա կ ի | ա մ ե ն ա ց ո ւ ր տ | վ ա յ ր ն | է | և | շ ր ջ ա պ ա տ ո ւ մ | է | հ ա ր ա վ ա յ ի ն | բ և ե ռ ը |	115200	MALE
355	16715145871620882072.wav	Սառույցի համար նախատեսված ժամանակակից չմուշկների սայրերը կրկնակի ծայր ունեն, որոնց միջև առկա է գոգավոր փոսիկ: Երկու ծայրերը թույլ են տալիս ավելի լավ կառչել սառույցից, նույնիսկ թեքվելու ժամանակ:	սառույցի համար նախատեսված ժամանակակից չմուշկների սայրերը կրկնակի ծայր ունեն որոնց միջև առկա է գոգավոր փոսիկ երկու ծայրերը թույլ են տալիս ավելի լավ կառչել սառույցից նույնիսկ թեքվելու ժամանակ	ս ա ռ ո ւ յ ց ի | հ ա մ ա ր | ն ա խ ա տ ե ս վ ա ծ | ժ ա մ ա ն ա կ ա կ ի ց | չ մ ո ւ շ կ ն ե ր ի | ս ա յ ր ե ր ը | կ ր կ ն ա կ ի | ծ ա յ ր | ո ւ ն ե ն | ո ր ո ն ց | մ ի ջ և | ա ռ կ ա | է | գ ո գ ա վ ո ր | փ ո ս ի կ | ե ր կ ո ւ | ծ ա յ ր ե ր ը | թ ո ւ յ լ | ե ն | տ ա լ ի ս | ա վ ե լ ի | լ ա վ | կ ա ռ չ ե լ | ս ա ռ ո ւ յ ց ի ց | ն ո ւ յ ն ի ս կ | թ ե ք վ ե լ ո ւ | ժ ա մ ա ն ա կ |	285120	MALE
376	1558935978353446439.wav	Արևը Երկրի նման չունի արտաքին կեղև, որի վրա կարելի է կանգնել։ Ամբողջ արևը կազմված է գազերից, կրակներից և պլազմայից։	արևը երկրի նման չունի արտաքին կեղև որի վրա կարելի է կանգնել ամբողջ արևը կազմված է գազերից կրակներից և պլազմայից	ա ր և ը | ե ր կ ր ի | ն մ ա ն | չ ո ւ ն ի | ա ր տ ա ք ի ն | կ ե ղ և | ո ր ի | վ ր ա | կ ա ր ե լ ի | է | կ ա ն գ ն ե լ | ա մ բ ո ղ ջ | ա ր և ը | կ ա զ մ վ ա ծ | է | գ ա զ ե ր ի ց | կ ր ա կ ն ե ր ի ց | և | պ լ ա զ մ ա յ ի ց |	206400	MALE
1472	10709106391552924403.wav	Բարեբախտաբար, վարորդները ձգտում են պահել բավականին կայուն հեռավորություն, հետևաբար, երթևեկության հոսքը ձգտում է որոշ խելամիտ հետևողականություն ունենալ և կարող է մոտավորապես մաթեմատիկորեն ներկայացվել։	բարեբախտաբար վարորդները ձգտում են պահել բավականին կայուն հեռավորություն հետևաբար երթևեկության հոսքը ձգտում է որոշ խելամիտ հետևողականություն ունենալ և կարող է մոտավորապես մաթեմատիկորեն ներկայացվել	բ ա ր ե բ ա խ տ ա բ ա ր | վ ա ր ո ր դ ն ե ր ը | ձ գ տ ո ւ մ | ե ն | պ ա հ ե լ | բ ա վ ա կ ա ն ի ն | կ ա յ ո ւ ն | հ ե ռ ա վ ո ր ո ւ թ յ ո ւ ն | հ ե տ և ա բ ա ր | ե ր թ և ե կ ո ւ թ յ ա ն | հ ո ս ք ը | ձ գ տ ո ւ մ | է | ո ր ո շ | խ ե լ ա մ ի տ | հ ե տ և ո ղ ա կ ա ն ո ւ թ յ ո ւ ն | ո ւ ն ե ն ա լ | և | կ ա ր ո ղ | է | մ ո տ ա վ ո ր ա պ ե ս | մ ա թ ե մ ա տ ի կ ո ր ե ն | ն ե ր կ ա յ ա ց վ ե լ |	295680	FEMALE
801	3127560552567153599.wav	Երբ մարդիկ ամերիկյան եղջերուին որպես հավանական վտանգ չեն ընկալում, նրանք կարող են մոտենալ շատ մոտ և վտանգել իրենց:	երբ մարդիկ ամերիկյան եղջերուին որպես հավանական վտանգ չեն ընկալում նրանք կարող են մոտենալ շատ մոտ և վտանգել իրենց	ե ր բ | մ ա ր դ ի կ | ա մ ե ր ի կ յ ա ն | ե ղ ջ ե ր ո ւ ի ն | ո ր պ ե ս | հ ա վ ա ն ա կ ա ն | վ տ ա ն գ | չ ե ն | ը ն կ ա լ ո ւ մ | ն ր ա ն ք | կ ա ր ո ղ | ե ն | մ ո տ ե ն ա լ | շ ա տ | մ ո տ | և | վ տ ա ն գ ե լ | ի ր ե ն ց |	200640	FEMALE
677	14324871364154130485.wav	Խրագրելիս նկատի ունեցեք, որ չնայած Հարավային Աֆրիկան կայուն է, բայց ոչ բոլոր հարևան երկրներն են այդ վիճակում:	խրագրելիս նկատի ունեցեք որ չնայած հարավային աֆրիկան կայուն է բայց ոչ բոլոր հարևան երկրներն են այդ վիճակում	խ ր ա գ ր ե լ ի ս | ն կ ա տ ի | ո ւ ն ե ց ե ք | ո ր | չ ն ա յ ա ծ | հ ա ր ա վ ա յ ի ն | ա ֆ ր ի կ ա ն | կ ա յ ո ւ ն | է | բ ա յ ց | ո չ | բ ո լ ո ր | հ ա ր և ա ն | ե ր կ ր ն ե ր ն | ե ն | ա յ դ | վ ի ճ ա կ ո ւ մ |	164160	FEMALE
595	1677733700801069186.wav	Կենդանիները երկրագնդի բոլոր կետերում են: Նրանք փորում են հողը, լողում՝ օվկիանոսներում և թռչում՝ երկնքում:	կենդանիները երկրագնդի բոլոր կետերում են նրանք փորում են հողը լողում օվկիանոսներում և թռչում երկնքում	կ ե ն դ ա ն ի ն ե ր ը | ե ր կ ր ա գ ն դ ի | բ ո լ ո ր | կ ե տ ե ր ո ւ մ | ե ն | ն ր ա ն ք | փ ո ր ո ւ մ | ե ն | հ ո ղ ը | լ ո ղ ո ւ մ | օ վ կ ի ա ն ո ս ն ե ր ո ւ մ | և | թ ռ չ ո ւ մ | ե ր կ ն ք ո ւ մ |	106560	FEMALE
1468	11216860416656846536.wav	Նա գտնվում էր բանտարկության մեջ՝ սպասելով մեղադրական եզրակացության և դատաքննության, բայց ականատեսների ցանկացած ապացույց կարող էր խարխրված լինել, քանի որ նրա պատկերը լայնորեն հրապարակվել էր:	նա գտնվում էր բանտարկության մեջ սպասելով մեղադրական եզրակացության և դատաքննության բայց ականատեսների ցանկացած ապացույց կարող էր խարխրված լինել քանի որ նրա պատկերը լայնորեն հրապարակվել էր	ն ա | գ տ ն վ ո ւ մ | է ր | բ ա ն տ ա ր կ ո ւ թ յ ա ն | մ ե ջ | ս պ ա ս ե լ ո վ | մ ե ղ ա դ ր ա կ ա ն | ե զ ր ա կ ա ց ո ւ թ յ ա ն | և | դ ա տ ա ք ն ն ո ւ թ յ ա ն | բ ա յ ց | ա կ ա ն ա տ ե ս ն ե ր ի | ց ա ն կ ա ց ա ծ | ա պ ա ց ո ւ յ ց | կ ա ր ո ղ | է ր | խ ա ր խ ր վ ա ծ | լ ի ն ե լ | ք ա ն ի | ո ր | ն ր ա | պ ա տ կ ե ր ը | լ ա յ ն ո ր ե ն | հ ր ա պ ա ր ա կ վ ե լ | է ր |	240960	MALE
1196	5842572864775873816.wav	Գուառանիները ամենանշանակալից տեղաբնիկ խմբերն էին, որոնք բնակվում էին այժմյան Արևելյան Պարագվայում, ապրելով որպես կիսաքոչվոր որսորդներ, որոնք զբաղվում էին կենսաապահովման համար մշակվող ապրանքների գյուղատնտեսությամբ։	գուառանիները ամենանշանակալից տեղաբնիկ խմբերն էին որոնք բնակվում էին այժմյան արևելյան պարագվայում ապրելով որպես կիսաքոչվոր որսորդներ որոնք զբաղվում էին կենսաապահովման համար մշակվող ապրանքների գյուղատնտեսությամբ	գ ո ւ ա ռ ա ն ի ն ե ր ը | ա մ ե ն ա ն շ ա ն ա կ ա լ ի ց | տ ե ղ ա բ ն ի կ | խ մ բ ե ր ն | է ի ն | ո ր ո ն ք | բ ն ա կ վ ո ւ մ | է ի ն | ա յ ժ մ յ ա ն | ա ր և ե լ յ ա ն | պ ա ր ա գ վ ա յ ո ւ մ | ա պ ր ե լ ո վ | ո ր պ ե ս | կ ի ս ա ք ո չ վ ո ր | ո ր ս ո ր դ ն ե ր | ո ր ո ն ք | զ բ ա ղ վ ո ւ մ | է ի ն | կ ե ն ս ա ա պ ա հ ո վ մ ա ն | հ ա մ ա ր | մ շ ա կ վ ո ղ | ա պ ր ա ն ք ն ե ր ի | գ յ ո ւ ղ ա տ ն տ ե ս ո ւ թ յ ա մ բ |	247680	MALE
25	10379926110798980532.wav	Վաշինգտոնի ընդդեմ Ատլանտա Տրեշերզի 5-3 հաշվով հաղթանակի ժամանակ նա 2 գոլ էր խփել և 2 գոլային փոխանցում կատարել:	վաշինգտոնի ընդդեմ ատլանտա տրեշերզի 5-3 հաշվով հաղթանակի ժամանակ նա 2 գոլ էր խփել և 2 գոլային փոխանցում կատարել	վ ա շ ի ն գ տ ո ն ի | ը ն դ դ ե մ | ա տ լ ա ն տ ա | տ ր ե շ ե ր զ ի | 5 - 3 | հ ա շ վ ո վ | հ ա ղ թ ա ն ա կ ի | ժ ա մ ա ն ա կ | ն ա | 2 | գ ո լ | է ր | խ փ ե լ | և | 2 | գ ո լ ա յ ի ն | փ ո խ ա ն ց ո ւ մ | կ ա տ ա ր ե լ |	185280	FEMALE
596	5349968984814922612.wav	Բջիջը կենդանի օրգանիզմի (բաների) կառուցվածքային և գործառնական ամենափոքր միավորն է:	բջիջը կենդանի օրգանիզմի բաների կառուցվածքային և գործառնական ամենափոքր միավորն է:	բ ջ ի ջ ը | կ ե ն դ ա ն ի | օ ր գ ա ն ի զ մ ի | բ ա ն ե ր ի | կ ա ռ ո ւ ց վ ա ծ ք ա յ ի ն | և | գ ո ր ծ ա ռ ն ա կ ա ն | ա մ ե ն ա փ ո ք ր | մ ի ա վ ո ր ն | է : |	105600	FEMALE
296	12874169856028775313.wav	Ուղղաթիռները փրկեցին անձնակազմի տասներկու անդամին, և միակ վնասվածքը մեկի կոտրված քիթն էր:	ուղղաթիռները փրկեցին անձնակազմի տասներկու անդամին և միակ վնասվածքը մեկի կոտրված քիթն էր	ո ւ ղ ղ ա թ ի ռ ն ե ր ը | փ ր կ ե ց ի ն | ա ն ձ ն ա կ ա զ մ ի | տ ա ս ն ե ր կ ո ւ | ա ն դ ա մ ի ն | և | մ ի ա կ | վ ն ա ս վ ա ծ ք ը | մ ե կ ի | կ ո տ ր վ ա ծ | ք ի թ ն | է ր |	138240	MALE
575	70048957485463749.wav	Երբ առկա սննդի քանակը նվազում է, գաղութը մեկնարկում է քոչվորային շրջան: Այս շրջանի ընթացքում գաղութը պատրաստում է ժամանակավոր բներ, որոնք ամեն օր փոփոխության են ենթարկում:	երբ առկա սննդի քանակը նվազում է գաղութը մեկնարկում է քոչվորային շրջան այս շրջանի ընթացքում գաղութը պատրաստում է ժամանակավոր բներ որոնք ամեն օր փոփոխության են ենթարկում	ե ր բ | ա ռ կ ա | ս ն ն դ ի | ք ա ն ա կ ը | ն վ ա զ ո ւ մ | է | գ ա ղ ո ւ թ ը | մ ե կ ն ա ր կ ո ւ մ | է | ք ո չ վ ո ր ա յ ի ն | շ ր ջ ա ն | ա յ ս | շ ր ջ ա ն ի | ը ն թ ա ց ք ո ւ մ | գ ա ղ ո ւ թ ը | պ ա տ ր ա ս տ ո ւ մ | է | ժ ա մ ա ն ա կ ա վ ո ր | բ ն ե ր | ո ր ո ն ք | ա մ ե ն | օ ր | փ ո փ ո խ ո ւ թ յ ա ն | ե ն | ե ն թ ա ր կ ո ւ մ |	201600	MALE
1323	18038842324459763500.wav	Բայց դյուրակիր համակարգիչների վաճառքը սպառողական շուկայում վճռականորեն կտարբերվի և կփոփոխվի ԱՍՈՒՍ-ի՝ Չինաստանի Հանրապետության գործադիր Յուանի կողմից 2007 թվականին Թայվան Սըստեյնըբլ մրցանակը ստանալուց հետո:	բայց դյուրակիր համակարգիչների վաճառքը սպառողական շուկայում վճռականորեն կտարբերվի և կփոփոխվի ասուս-ի չինաստանի հանրապետության գործադիր յուանի կողմից 2007 թվականին թայվան սըստեյնըբլ մրցանակը ստանալուց հետո	բ ա յ ց | դ յ ո ւ ր ա կ ի ր | հ ա մ ա կ ա ր գ ի չ ն ե ր ի | վ ա ճ ա ռ ք ը | ս պ ա ռ ո ղ ա կ ա ն | շ ո ւ կ ա յ ո ւ մ | վ ճ ռ ա կ ա ն ո ր ե ն | կ տ ա ր բ ե ր վ ի | և | կ փ ո փ ո խ վ ի | ա ս ո ւ ս - ի | չ ի ն ա ս տ ա ն ի | հ ա ն ր ա պ ե տ ո ւ թ յ ա ն | գ ո ր ծ ա դ ի ր | յ ո ւ ա ն ի | կ ո ղ մ ի ց | 2 0 0 7 | թ վ ա կ ա ն ի ն | թ ա յ վ ա ն | ս ը ս տ ե յ ն ը բ լ | մ ր ց ա ն ա կ ը | ս տ ա ն ա լ ո ւ ց | հ ե տ ո |	319680	FEMALE
