456	4136832718535352191.wav	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا.	اهو مسئلو گهٽ ٿيندو پيو وڃي ڇو تہ لينس ٺاهيندڙ لينس جي پئداوار ۾ اعليٰ معيار حاصل ڪن ٿا	ا ه و | م س ئ ل و | گ ه ٽ | ٿ ي ن د و | پ ي و | و ڃ ي | ڇ و | ت ہ | ل ي ن س | ٺ ا ه ي ن د ڙ | ل ي ن س | ج ي | پ ئ د ا و ا ر | ۾ | ا ع ل ي ٰ | م ع ي ا ر | ح ا ص ل | ڪ ن | ٿ ا |	109440	FEMALE
972	4135763233356315248.wav	خصوصي طور تي، فرانسيسي ڳالهائيندڙ بيلجيم ۽ سوئٽزرلينڊ ۾ نمبرن جي نظام ۾ ڪجهه انوکيون خاصيتون آهن جيڪي فرانس ۾ ڳالهائي ويندڙ فرانسيسي کان مختلف آهن ۽ ڪجهه لفظن جو تلفظ به ٿورو مختلف آهي.	خصوصي طور تي فرانسيسي ڳالهائيندڙ بيلجيم ۽ سوئٽزرلينڊ ۾ نمبرن جي نظام ۾ ڪجهه انوکيون خاصيتون آهن جيڪي فرانس ۾ ڳالهائي ويندڙ فرانسيسي کان مختلف آهن ۽ ڪجهه لفظن جو تلفظ به ٿورو مختلف آهي	خ ص و ص ي | ط و ر | ت ي | ف ر ا ن س ي س ي | ڳ ا ل ه ا ئ ي ن د ڙ | ب ي ل ج ي م | ۽ | س و ئ ٽ ز ر ل ي ن ڊ | ۾ | ن م ب ر ن | ج ي | ن ظ ا م | ۾ | ڪ ج ه ه | ا ن و ک ي و ن | خ ا ص ي ت و ن | آ ه ن | ج ي ڪ ي | ف ر ا ن س | ۾ | ڳ ا ل ه ا ئ ي | و ي ن د ڙ | ف ر ا ن س ي س ي | ک ا ن | م خ ت ل ف | آ ه ن | ۽ | ڪ ج ه ه | ل ف ظ ن | ج و | ت ل ف ظ | ب ه | ٿ و ر و | م خ ت ل ف | آ ه ي |	255360	MALE
249	17465273479986027333.wav	مڪاني وقت صبح 10 وڳي اسلام جي مقدس شهر مڪي ۾ هڪ هاسٽل ڊهي پئي.	مڪاني وقت صبح 10 وڳي اسلام جي مقدس شهر مڪي ۾ هڪ هاسٽل ڊهي پئي	م ڪ ا ن ي | و ق ت | ص ب ح | 1 0 | و ڳ ي | ا س ل ا م | ج ي | م ق د س | ش ه ر | م ڪ ي | ۾ | ه ڪ | ه ا س ٽ ل | ڊ ه ي | پ ئ ي |	168960	MALE
543	6291893158323503980.wav	جڏهن ننڍي لهر ڳجهي دريا سان گڏ پيننسولا جي اتر اوپر ويجهو هڪ ڏار وڌو، انهن سمنڊ جي ننڍي ڪناري تي پاڻي جو اترئين پوڇڙي وٽ هڪ ننڍڙن پٿرن جو ڳنڍو تيزي سان وڌايو.	جڏهن ننڍي لهر ڳجهي دريا سان گڏ پيننسولا جي اتر اوپر ويجهو هڪ ڏار وڌو انهن سمنڊ جي ننڍي ڪناري تي پاڻي جو اترئين پوڇڙي وٽ هڪ ننڍڙن پٿرن جو ڳنڍو تيزي سان وڌايو	ج ڏ ه ن | ن ن ڍ ي | ل ه ر | ڳ ج ه ي | د ر ي ا | س ا ن | گ ڏ | پ ي ن ن س و ل ا | ج ي | ا ت ر | ا و پ ر | و ي ج ه و | ه ڪ | ڏ ا ر | و ڌ و | ا ن ه ن | س م ن ڊ | ج ي | ن ن ڍ ي | ڪ ن ا ر ي | ت ي | پ ا ڻ ي | ج و | ا ت ر ئ ي ن | پ و ڇ ڙ ي | و ٽ | ه ڪ | ن ن ڍ ڙ ن | پ ٿ ر ن | ج و | ڳ ن ڍ و | ت ي ز ي | س ا ن | و ڌ ا ي و |	259200	MALE
1421	10353412339576173086.wav	1683 ۾، شاهي خاندان (1644-1912) جي فوج تائيوان جي اولاهين ۽ اترين ڪوسٽل علائقن جو ڪنٽرول وٺن ٿيون ۽ 1885 ۾ تائيوان کي ڪنگ امپائر جو صوبو قرار ڏنو.	1683 ۾، شاهي خاندان 1644-1912 جي فوج تائيوان جي اولاهين ۽ اترين ڪوسٽل علائقن جو ڪنٽرول وٺن ٿيون ۽ 1885 ۾ تائيوان کي ڪنگ امپائر جو صوبو قرار ڏنو	1 6 8 3 | ۾ ، | ش ا ه ي | خ ا ن د ا ن | 1 6 4 4 - 1 9 1 2 | ج ي | ف و ج | ت ا ئ ي و ا ن | ج ي | ا و ل ا ه ي ن | ۽ | ا ت ر ي ن | ڪ و س ٽ ل | ع ل ا ئ ق ن | ج و | ڪ ن ٽ ر و ل | و ٺ ن | ٿ ي و ن | ۽ | 1 8 8 5 | ۾ | ت ا ئ ي و ا ن | ک ي | ڪ ن گ | ا م پ ا ئ ر | ج و | ص و ب و | ق ر ا ر | ڏ ن و |	290880	FEMALE
414	2580074801261207330.wav	اسان گهڻا ئي يوناني سياستدانن، سائنسدانن ۽ فنڪارن کي سڃاڻو ٿا. هن ثقافت جو سڀ کان مشهور شخص شايد هومر آهي، روايتي انڌو شاعر، جنهن يوناني ادب جا ٻہ لاجواب بيت ايلياڊ ۽ اوڊيسي ترتيب ڏنا.	اسان گهڻا ئي يوناني سياستدانن سائنسدانن ۽ فنڪارن کي سڃاڻو ٿا هن ثقافت جو سڀ کان مشهور شخص شايد هومر آهي روايتي انڌو شاعر جنهن يوناني ادب جا ٻہ لاجواب بيت ايلياڊ ۽ اوڊيسي ترتيب ڏنا	ا س ا ن | گ ه ڻ ا | ئ ي | ي و ن ا ن ي | س ي ا س ت د ا ن ن | س ا ئ ن س د ا ن ن | ۽ | ف ن ڪ ا ر ن | ک ي | س ڃ ا ڻ و | ٿ ا | ه ن | ث ق ا ف ت | ج و | س ڀ | ک ا ن | م ش ه و ر | ش خ ص | ش ا ي د | ه و م ر | آ ه ي | ر و ا ي ت ي | ا ن ڌ و | ش ا ع ر | ج ن ه ن | ي و ن ا ن ي | ا د ب | ج ا | ٻ ہ | ل ا ج و ا ب | ب ي ت | ا ي ل ي ا ڊ | ۽ | ا و ڊ ي س ي | ت ر ت ي ب | ڏ ن ا |	376320	MALE
761	9010470847891222204.wav	اهڙي قسم جي نيٽورڪ ۾ شامل ٿيڻ جي لاءِ عام طور تي صرف هڪ آن لائن فارم ڀرڻو پوي ٿو؛ جيتوڻڪ ڪجهہ نيٽورڪ وڌيڪ تصديق جي گهرج ڪن ٿا.	اهڙي قسم جي نيٽورڪ ۾ شامل ٿيڻ جي لاءِ عام طور تي صرف هڪ آن لائن فارم ڀرڻو پوي ٿو جيتوڻڪ ڪجهہ نيٽورڪ وڌيڪ تصديق جي گهرج ڪن ٿا	ا ه ڙ ي | ق س م | ج ي | ن ي ٽ و ر ڪ | ۾ | ش ا م ل | ٿ ي ڻ | ج ي | ل ا ء ِ | ع ا م | ط و ر | ت ي | ص ر ف | ه ڪ | آ ن | ل ا ئ ن | ف ا ر م | ڀ ر ڻ و | پ و ي | ٿ و | ج ي ت و ڻ ڪ | ڪ ج ه ہ | ن ي ٽ و ر ڪ | و ڌ ي ڪ | ت ص د ي ق | ج ي | گ ه ر ج | ڪ ن | ٿ ا |	149760	FEMALE
287	1136261764944965491.wav	جانورن جي آزادي ۽ جانورن تي ظلم جي روڪ ٿام لاءِ رائل سوسائٽي (RSPCA) ٻيهر آسٽريليا جي سڀني ڪوس گھرن ۾ CCTV ڪئميرا لازمي تنصيب ڪرڻ جو مطالبو ڪري رهي آهي.	جانورن جي آزادي ۽ جانورن تي ظلم جي روڪ ٿام لاءِ رائل سوسائٽي rspca ٻيهر آسٽريليا جي سڀني ڪوس گھرن ۾ cctv ڪئميرا لازمي تنصيب ڪرڻ جو مطالبو ڪري رهي آهي	ج ا ن و ر ن | ج ي | آ ز ا د ي | ۽ | ج ا ن و ر ن | ت ي | ظ ل م | ج ي | ر و ڪ | ٿ ا م | ل ا ء ِ | ر ا ئ ل | س و س ا ئ ٽ ي | r s p c a | ٻ ي ه ر | آ س ٽ ر ي ل ي ا | ج ي | س ڀ ن ي | ڪ و س | گ ھ ر ن | ۾ | c c t v | ڪ ئ م ي ر ا | ل ا ز م ي | ت ن ص ي ب | ڪ ر ڻ | ج و | م ط ا ل ب و | ڪ ر ي | ر ه ي | آ ه ي |	317760	MALE
342	3423909086361846340.wav	عالمي مالياتي حالت بابت، زاپاٽيرو هي چوي ٿو تہ "مالي نظام معيشيت جو هڪ حصو آهي، اهم حصو.	عالمي مالياتي حالت بابت زاپاٽيرو هي چوي ٿو تہ مالي نظام معيشيت جو هڪ حصو آهي اهم حصو	ع ا ل م ي | م ا ل ي ا ت ي | ح ا ل ت | ب ا ب ت | ز ا پ ا ٽ ي ر و | ه ي | چ و ي | ٿ و | ت ہ | م ا ل ي | ن ظ ا م | م ع ي ش ي ت | ج و | ه ڪ | ح ص و | آ ه ي | ا ه م | ح ص و |	156480	MALE
155	9541460725245392130.wav	زمين تي اٽڪل 24،000 ڄاتل آسماني پٿر ڪري چڪا آهن جن مان صرف 34 جي تصديق ٿي آهي تہ اهي اصلي مريخ جا آهن.	زمين تي اٽڪل 24،000 ڄاتل آسماني پٿر ڪري چڪا آهن جن مان صرف 34 جي تصديق ٿي آهي تہ اهي اصلي مريخ جا آهن	ز م ي ن | ت ي | ا ٽ ڪ ل | 2 4 ، 0 0 0 | ڄ ا ت ل | آ س م ا ن ي | پ ٿ ر | ڪ ر ي | چ ڪ ا | آ ه ن | ج ن | م ا ن | ص ر ف | 3 4 | ج ي | ت ص د ي ق | ٿ ي | آ ه ي | ت ہ | ا ه ي | ا ص ل ي | م ر ي خ | ج ا | آ ه ن |	211200	FEMALE
1325	18097959680175507672.wav	اسان هن عمل کي اسپيسي ايشن چوندا آهيون، جنهن جو مطلب نئي نسلن جو بناوٽ آهي. اسپيسي ايشن هڪ اٽل نتيجو آهي ۽ ارتقا جو هڪ تمام اهم حصو آهي.	اسان هن عمل کي اسپيسي ايشن چوندا آهيون جنهن جو مطلب نئي نسلن جو بناوٽ آهي اسپيسي ايشن هڪ اٽل نتيجو آهي ۽ ارتقا جو هڪ تمام اهم حصو آهي	ا س ا ن | ه ن | ع م ل | ک ي | ا س پ ي س ي | ا ي ش ن | چ و ن د ا | آ ه ي و ن | ج ن ه ن | ج و | م ط ل ب | ن ئ ي | ن س ل ن | ج و | ب ن ا و ٽ | آ ه ي | ا س پ ي س ي | ا ي ش ن | ه ڪ | ا ٽ ل | ن ت ي ج و | آ ه ي | ۽ | ا ر ت ق ا | ج و | ه ڪ | ت م ا م | ا ه م | ح ص و | آ ه ي |	301440	MALE
974	7227210159076975116.wav	دنيا جي ڪيترن ئي حصن ۾ هٿ هلائڻ هڪ دوستاڻو اشارو آهي، جيڪو "هيلو" ڏانهن اشارو ڪري ٿو.	دنيا جي ڪيترن ئي حصن ۾ هٿ هلائڻ هڪ دوستاڻو اشارو آهي جيڪو هيلو ڏانهن اشارو ڪري ٿو	د ن ي ا | ج ي | ڪ ي ت ر ن | ئ ي | ح ص ن | ۾ | ه ٿ | ه ل ا ئ ڻ | ه ڪ | د و س ت ا ڻ و | ا ش ا ر و | آ ه ي | ج ي ڪ و | ه ي ل و | ڏ ا ن ه ن | ا ش ا ر و | ڪ ر ي | ٿ و |	155520	MALE
812	15201871804674936989.wav	هائيڪنگ هڪ آئوٽ ڊور سرگرمي آهي جيڪا قدرتي ماحولن ۾ گھمڻ تي مشتمل هوندي آهي، اڪثر جابلو پيچرن تي.	هائيڪنگ هڪ آئوٽ ڊور سرگرمي آهي جيڪا قدرتي ماحولن ۾ گھمڻ تي مشتمل هوندي آهي اڪثر جابلو پيچرن تي	ه ا ئ ي ڪ ن گ | ه ڪ | آ ئ و ٽ | ڊ و ر | س ر گ ر م ي | آ ه ي | ج ي ڪ ا | ق د ر ت ي | م ا ح و ل ن | ۾ | گ ھ م ڻ | ت ي | م ش ت م ل | ه و ن د ي | آ ه ي | ا ڪ ث ر | ج ا ب ل و | پ ي چ ر ن | ت ي |	137280	MALE
1402	2838979636735211919.wav	ٽورنامينٽ جي ٽاپ سيڊز ڏکڻ آفريقا صحيح نوٽ تي ان وقت شروع ڪيو جڏهن انهن 5 سيڊيڊ زيمبيا جي خلاف 26 - 00 سان آساني سان ڪاميابي ماڻي.	ٽورنامينٽ جي ٽاپ سيڊز ڏکڻ آفريقا صحيح نوٽ تي ان وقت شروع ڪيو جڏهن انهن 5 سيڊيڊ زيمبيا جي خلاف 26 - 00 سان آساني سان ڪاميابي ماڻي	ٽ و ر ن ا م ي ن ٽ | ج ي | ٽ ا پ | س ي ڊ ز | ڏ ک ڻ | آ ف ر ي ق ا | ص ح ي ح | ن و ٽ | ت ي | ا ن | و ق ت | ش ر و ع | ڪ ي و | ج ڏ ه ن | ا ن ه ن | 5 | س ي ڊ ي ڊ | ز ي م ب ي ا | ج ي | خ ل ا ف | 2 6 | - | 0 0 | س ا ن | آ س ا ن ي | س ا ن | ڪ ا م ي ا ب ي | م ا ڻ ي |	324480	MALE
1420	11816419649422036623.wav	2017 جي آخر ۾، سمن آف شاپنگ ٽيليويزن چينل QVC تي ظاهر ٿيو.	2017 جي آخر ۾ سمن آف شاپنگ ٽيليويزن چينل qvc تي ظاهر ٿيو	2 0 1 7 | ج ي | آ خ ر | ۾ | س م ن | آ ف | ش ا پ ن گ | ٽ ي ل ي و ي ز ن | چ ي ن ل | q v c | ت ي | ظ ا ه ر | ٿ ي و |	146880	FEMALE
574	10531706205497252748.wav	نوميڊڪ مرحلي ۾، فوج اينٽ رات جو مارچ ڪندي آهي ۽ ڏينهن جو ڪئمپ تي رهي ٿي.	نوميڊڪ مرحلي ۾ فوج اينٽ رات جو مارچ ڪندي آهي ۽ ڏينهن جو ڪئمپ تي رهي ٿي	ن و م ي ڊ ڪ | م ر ح ل ي | ۾ | ف و ج | ا ي ن ٽ | ر ا ت | ج و | م ا ر چ | ڪ ن د ي | آ ه ي | ۽ | ڏ ي ن ه ن | ج و | ڪ ئ م پ | ت ي | ر ه ي | ٿ ي |	142080	MALE
950	12974655311618362796.wav	بنيادي طور تي، توهان پنهنجي مدد آڇ ڪندڙ نوٽيسز لڳائيندا، جهاز کي اڳتي وڌائڻ، پنهنجي ياچ صاف ڪرڻ لاءِ مانهن تائين پهچ ڪرڻ، بار ۾ ملاح سان رابطو ڪرڻ جي ڪوشش وغيره.	بنيادي طور تي توهان پنهنجي مدد آڇ ڪندڙ نوٽيسز لڳائيندا جهاز کي اڳتي وڌائڻ پنهنجي ياچ صاف ڪرڻ لاءِ مانهن تائين پهچ ڪرڻ بار ۾ ملاح سان رابطو ڪرڻ جي ڪوشش وغيره	ب ن ي ا د ي | ط و ر | ت ي | ت و ه ا ن | پ ن ه ن ج ي | م د د | آ ڇ | ڪ ن د ڙ | ن و ٽ ي س ز | ل ڳ ا ئ ي ن د ا | ج ه ا ز | ک ي | ا ڳ ت ي | و ڌ ا ئ ڻ | پ ن ه ن ج ي | ي ا چ | ص ا ف | ڪ ر ڻ | ل ا ء ِ | م ا ن ه ن | ت ا ئ ي ن | پ ه چ | ڪ ر ڻ | ب ا ر | ۾ | م ل ا ح | س ا ن | ر ا ب ط و | ڪ ر ڻ | ج ي | ڪ و ش ش | و غ ي ر ه |	309120	MALE
1436	11398411433814304286.wav	ڪسينو عام طور تي مهمانن پاران خرچ ڪيل وقت ۽ پئسن کي وڌائڻ جون وڌ ۾ وڌ ڪوششون ڪندا آهن. دريون ۽ گھڙيون عام طور تي غائب هونديون آهن، ۽ ٻاهر نڪرڻ وارو رستو مشڪل ٿي سگهي ٿو.	ڪسينو عام طور تي مهمانن پاران خرچ ڪيل وقت ۽ پئسن کي وڌائڻ جون وڌ ۾ وڌ ڪوششون ڪندا آهن دريون ۽ گھڙيون عام طور تي غائب هونديون آهن ۽ ٻاهر نڪرڻ وارو رستو مشڪل ٿي سگهي ٿو	ڪ س ي ن و | ع ا م | ط و ر | ت ي | م ه م ا ن ن | پ ا ر ا ن | خ ر چ | ڪ ي ل | و ق ت | ۽ | پ ئ س ن | ک ي | و ڌ ا ئ ڻ | ج و ن | و ڌ | ۾ | و ڌ | ڪ و ش ش و ن | ڪ ن د ا | آ ه ن | د ر ي و ن | ۽ | گ ھ ڙ ي و ن | ع ا م | ط و ر | ت ي | غ ا ئ ب | ه و ن د ي و ن | آ ه ن | ۽ | ٻ ا ه ر | ن ڪ ر ڻ | و ا ر و | ر س ت و | م ش ڪ ل | ٿ ي | س گ ه ي | ٿ و |	264960	FEMALE
296	3363079609300125825.wav	هيليڪاپٽرن ٻارنهن عملدارن کي بچايو ۽ نڪ تي صرف واحد زخم هو.	هيليڪاپٽرن ٻارنهن عملدارن کي بچايو ۽ نڪ تي صرف واحد زخم هو	ه ي ل ي ڪ ا پ ٽ ر ن | ٻ ا ر ن ه ن | ع م ل د ا ر ن | ک ي | ب چ ا ي و | ۽ | ن ڪ | ت ي | ص ر ف | و ا ح د | ز خ م | ه و |	101760	MALE
1190	5384100069442599582.wav	بشيڪ جي ڪيترن ئي رهواسين ڏکڻ کان احتجاجين تي لاقانونيت جو الزام هنيو.	بشيڪ جي ڪيترن ئي رهواسين ڏکڻ کان احتجاجين تي لاقانونيت جو الزام هنيو	ب ش ي ڪ | ج ي | ڪ ي ت ر ن | ئ ي | ر ه و ا س ي ن | ڏ ک ڻ | ک ا ن | ا ح ت ج ا ج ي ن | ت ي | ل ا ق ا ن و ن ي ت | ج و | ا ل ز ا م | ه ن ي و |	128640	MALE
14	11779342389835163234.wav	نڊال پهرين سرو ۾ 76 ميچ کٽندڙ پوائنٽس ۾ 88% نيٽ پوائنٽس حاصل ڪيون.	نڊال پهرين سرو ۾ 76 ميچ کٽندڙ پوائنٽس ۾ 88% نيٽ پوائنٽس حاصل ڪيون	ن ڊ ا ل | پ ه ر ي ن | س ر و | ۾ | 7 6 | م ي چ | ک ٽ ن د ڙ | پ و ا ئ ن ٽ س | ۾ | 8 8 % | ن ي ٽ | پ و ا ئ ن ٽ س | ح ا ص ل | ڪ ي و ن |	142080	MALE
741	8808786747261920312.wav	اهو سمنڊ جي 2.2 ملين km2 تي پکڙيل 15 ٻيٽن جو مجموعي جزيرو آهي.	اهو سمنڊ جي 2.2 ملين km2 تي پکڙيل 15 ٻيٽن جو مجموعي جزيرو آهي	ا ه و | س م ن ڊ | ج ي | 2 . 2 | م ل ي ن | k m 2 | ت ي | پ ک ڙ ي ل | 1 5 | ٻ ي ٽ ن | ج و | م ج م و ع ي | ج ز ي ر و | آ ه ي |	147840	FEMALE
400	7380909388844551314.wav	انهي لاءِ، انهن کي مصر ۾ برطانوي بنيادن ۽ جهازن کان ڇُٽڪارو حاصل ڪرڻو پيو. اُنهن ڪارواين کان علاوه، اٽلي جي جنگي جهازن کي ٻيو ڪجهه به نه ڪرڻو هو.	انهي لاءِ انهن کي مصر ۾ برطانوي بنيادن ۽ جهازن کان ڇُٽڪارو حاصل ڪرڻو پيو اُنهن ڪارواين کان علاوه اٽلي جي جنگي جهازن کي ٻيو ڪجهه به نه ڪرڻو هو	ا ن ه ي | ل ا ء ِ | ا ن ه ن | ک ي | م ص ر | ۾ | ب ر ط ا ن و ي | ب ن ي ا د ن | ۽ | ج ه ا ز ن | ک ا ن | ڇ ُ ٽ ڪ ا ر و | ح ا ص ل | ڪ ر ڻ و | پ ي و | ا ُ ن ه ن | ڪ ا ر و ا ي ن | ک ا ن | ع ل ا و ه | ا ٽ ل ي | ج ي | ج ن گ ي | ج ه ا ز ن | ک ي | ٻ ي و | ڪ ج ه ه | ب ه | ن ه | ڪ ر ڻ و | ه و |	192000	MALE
479	13897357736196763428.wav	ان ڳالهہ جي پڪ ڪريو تہ توهان جو هٿ سڀني نوٽس کي صحيح طريقي سان وڃائيندي بہ وڌ کان وڌ ڍرو آهي - پنهنجي آڱرين سان بہ غير ضروري حرڪت ڪرڻ جي ڪوشش نہ ڪريو.	ان ڳالهہ جي پڪ ڪريو تہ توهان جو هٿ سڀني نوٽس کي صحيح طريقي سان وڃائيندي بہ وڌ کان وڌ ڍرو آهي پنهنجي آڱرين سان بہ غير ضروري حرڪت ڪرڻ جي ڪوشش نہ ڪريو	ا ن | ڳ ا ل ه ہ | ج ي | پ ڪ | ڪ ر ي و | ت ہ | ت و ه ا ن | ج و | ه ٿ | س ڀ ن ي | ن و ٽ س | ک ي | ص ح ي ح | ط ر ي ق ي | س ا ن | و ڃ ا ئ ي ن د ي | ب ہ | و ڌ | ک ا ن | و ڌ | ڍ ر و | آ ه ي | پ ن ه ن ج ي | آ ڱ ر ي ن | س ا ن | ب ہ | غ ي ر | ض ر و ر ي | ح ر ڪ ت | ڪ ر ڻ | ج ي | ڪ و ش ش | ن ہ | ڪ ر ي و |	170880	FEMALE
228	2327203496847560320.wav	سائنسدانن چنڊ جي مٿاڇري تي پکڙيل زمين جا آثار ڳولهيا آهن جنهن کي لوبيٽ اسڪريپس چئبو آهي جيڪي ظاهري طو تي گهڻو آهستي چنڊ جي سڪڙڻ جي ڪري ٺهن ٿا.	سائنسدانن چنڊ جي مٿاڇري تي پکڙيل زمين جا آثار ڳولهيا آهن جنهن کي لوبيٽ اسڪريپس چئبو آهي جيڪي ظاهري طو تي گهڻو آهستي چنڊ جي سڪڙڻ جي ڪري ٺهن ٿا	س ا ئ ن س د ا ن ن | چ ن ڊ | ج ي | م ٿ ا ڇ ر ي | ت ي | پ ک ڙ ي ل | ز م ي ن | ج ا | آ ث ا ر | ڳ و ل ه ي ا | آ ه ن | ج ن ه ن | ک ي | ل و ب ي ٽ | ا س ڪ ر ي پ س | چ ئ ب و | آ ه ي | ج ي ڪ ي | ظ ا ه ر ي | ط و | ت ي | گ ه ڻ و | آ ه س ت ي | چ ن ڊ | ج ي | س ڪ ڙ ڻ | ج ي | ڪ ر ي | ٺ ه ن | ٿ ا |	255360	MALE
247	14832189330061182859.wav	پاڪستان 1947 ۾ برطانوي حڪومت جي آزادي کانپوءِ، پاڪستاني صدر فاٽا تي حڪومت ڪرڻ لاءِ "سرڪاري نمائندن" کي مقرر ڪري چڪو آهي، جيڪي علائقن تي لڳ ڀڳ مڪمل خودمختيار ڪنٽرول جو استعمال ڪن ٿا.	پاڪستان 1947 ۾ برطانوي حڪومت جي آزادي کانپوءِ پاڪستاني صدر فاٽا تي حڪومت ڪرڻ لاءِ سرڪاري نمائندن کي مقرر ڪري چڪو آهي جيڪي علائقن تي لڳ ڀڳ مڪمل خودمختيار ڪنٽرول جو استعمال ڪن ٿا	پ ا ڪ س ت ا ن | 1 9 4 7 | ۾ | ب ر ط ا ن و ي | ح ڪ و م ت | ج ي | آ ز ا د ي | ک ا ن پ و ء ِ | پ ا ڪ س ت ا ن ي | ص د ر | ف ا ٽ ا | ت ي | ح ڪ و م ت | ڪ ر ڻ | ل ا ء ِ | س ر ڪ ا ر ي | ن م ا ئ ن د ن | ک ي | م ق ر ر | ڪ ر ي | چ ڪ و | آ ه ي | ج ي ڪ ي | ع ل ا ئ ق ن | ت ي | ل ڳ | ڀ ڳ | م ڪ م ل | خ و د م خ ت ي ا ر | ڪ ن ٽ ر و ل | ج و | ا س ت ع م ا ل | ڪ ن | ٿ ا |	240960	MALE
334	16408545291420414338.wav	ان کانپوءِ استنبول اسٽيٽ سمفني آرڪيسٽرا، هڪ جنيسري بينڊ، ۽ ڳائڻا فتح ايرڪوڪ ۽ مسلم گُرسيس آيا.	ان کانپوءِ استنبول اسٽيٽ سمفني آرڪيسٽرا هڪ جنيسري بينڊ ۽ ڳائڻا فتح ايرڪوڪ ۽ مسلم گُرسيس آيا	ا ن | ک ا ن پ و ء ِ | ا س ت ن ب و ل | ا س ٽ ي ٽ | س م ف ن ي | آ ر ڪ ي س ٽ ر ا | ه ڪ | ج ن ي س ر ي | ب ي ن ڊ | ۽ | ڳ ا ئ ڻ ا | ف ت ح | ا ي ر ڪ و ڪ | ۽ | م س ل م | گ ُ ر س ي س | آ ي ا |	287040	MALE
321	17729077968921545093.wav	ان کان وٺي، چين جي معاشي سائيز 90 ڀيرا وڌي چڪي آهي.	ان کان وٺي چين جي معاشي سائيز 90 ڀيرا وڌي چڪي آهي	ا ن | ک ا ن | و ٺ ي | چ ي ن | ج ي | م ع ا ش ي | س ا ئ ي ز | 9 0 | ڀ ي ر ا | و ڌ ي | چ ڪ ي | آ ه ي |	140160	FEMALE
933	17019272626759467958.wav	عام طور تي شاگردن جي ويزا جا عام سياح يا ڪاروباري ويزا سان مختلف گهرجون ۽ درخواستن جي طريقا آهن.	عام طور تي شاگردن جي ويزا جا عام سياح يا ڪاروباري ويزا سان مختلف گهرجون ۽ درخواستن جي طريقا آهن	ع ا م | ط و ر | ت ي | ش ا گ ر د ن | ج ي | و ي ز ا | ج ا | ع ا م | س ي ا ح | ي ا | ڪ ا ر و ب ا ر ي | و ي ز ا | س ا ن | م خ ت ل ف | گ ه ر ج و ن | ۽ | د ر خ و ا س ت ن | ج ي | ط ر ي ق ا | آ ه ن |	124800	MALE
1359	15049691579689320167.wav	ننڍيون ثقافتون گهڻو ڪري بنا ڪنهن لاڳاپيل تاريخي ثبوت ڇڏڻ جي ختم ٿي وڃن ٿيون ۽ ڪنهن خاص تهذيب جي طور تي سڃاڻپ رکڻ ۾ ناڪام وڃن ٿيون.	ننڍيون ثقافتون گهڻو ڪري بنا ڪنهن لاڳاپيل تاريخي ثبوت ڇڏڻ جي ختم ٿي وڃن ٿيون ۽ ڪنهن خاص تهذيب جي طور تي سڃاڻپ رکڻ ۾ ناڪام وڃن ٿيون	ن ن ڍ ي و ن | ث ق ا ف ت و ن | گ ه ڻ و | ڪ ر ي | ب ن ا | ڪ ن ه ن | ل ا ڳ ا پ ي ل | ت ا ر ي خ ي | ث ب و ت | ڇ ڏ ڻ | ج ي | خ ت م | ٿ ي | و ڃ ن | ٿ ي و ن | ۽ | ڪ ن ه ن | خ ا ص | ت ه ذ ي ب | ج ي | ط و ر | ت ي | س ڃ ا ڻ پ | ر ک ڻ | ۾ | ن ا ڪ ا م | و ڃ ن | ٿ ي و ن |	238080	MALE
