701	6523110200644756091.wav	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	دا غوښتنی د دواړه هیوادونو تر منځ د هجرت د منظم بهیر منځ ته راوړلو په خاطر طرحه شوي	د ا | غ و ښ ت ن ی | د | د و ا ړ ه | ه ی و ا د و ن و | ت ر | م ن ځ | د | ه ج ر ت | د | م ن ظ م | ب ه ی ر | م ن ځ | ت ه | ر ا و ړ ل و | پ ه | خ ا ط ر | ط ر ح ه | ش و ي |	178560	MALE
13	17838829426721413205.wav	هغه په دې وروستیو کې په Brisbane Open کې د Raonic پر وړاندې وبایلله.	هغه په دې وروستیو کې په brisbane open کې د raonic پر وړاندې وبایلله	ه غ ه | پ ه | د ې | و ر و س ت ی و | ک ې | پ ه | b r i s b a n e | o p e n | ک ې | د | r a o n i c | پ ر | و ړ ا ن د ې | و ب ا ی ل ل ه |	116160	MALE
688	6463039119642706273.wav	ددې زیارت ثروت اوس په دې کې نه دی پاتې بلکې ټول یې قاهرې ته د مصر موزیم ته انتقال کړل.	ددې زیارت ثروت اوس په دې کې نه دی پاتې بلکې ټول یې قاهرې ته د مصر موزیم ته انتقال کړل	د د ې | ز ی ا ر ت | ث ر و ت | ا و س | پ ه | د ې | ک ې | ن ه | د ی | پ ا ت ې | ب ل ک ې | ټ و ل | ی ې | ق ا ه ر ې | ت ه | د | م ص ر | م و ز ی م | ت ه | ا ن ت ق ا ل | ک ړ ل |	153600	MALE
1053	12799656362223300338.wav	کله چې د بهر اوسیدو څخه راوګرځېږي نو تاسې نوی کلتور خپل کړی وي او د خپل کورني کلتور ځینې عادتونه مو له لاسه ورکړي دي.	کله چې د بهر اوسیدو څخه راوګرځېږي نو تاسې نوی کلتور خپل کړی وي او د خپل کورني کلتور ځینې عادتونه مو له لاسه ورکړي دي	ک ل ه | چ ې | د | ب ه ر | ا و س ی د و | څ خ ه | ر ا و ګ ر ځ ې ږ ي | ن و | ت ا س ې | ن و ی | ک ل ت و ر | خ پ ل | ک ړ ی | و ي | ا و | د | خ پ ل | ک و ر ن ي | ک ل ت و ر | ځ ی ن ې | ع ا د ت و ن ه | م و | ل ه | ل ا س ه | و ر ک ړ ي | د ي |	172800	MALE
1211	13046240954829220941.wav	د خارجي حکومتونو رضایت ددې اسنادو د منلو په باره کې بې ثباته دی.	د خارجي حکومتونو رضایت ددې اسنادو د منلو په باره کې بې ثباته دی	د | خ ا ر ج ي | ح ک و م ت و ن و | ر ض ا ی ت | د د ې | ا س ن ا د و | د | م ن ل و | پ ه | ب ا ر ه | ک ې | ب ې | ث ب ا ت ه | د ی |	115200	MALE
580	17663276976070638896.wav	عصبی سیستم د هومیوستیسس د برابری په ساتلو کې عصبی ټکانونه ټول بدن ته لیږی چې په تول بدن کې د وينی جریان بغیر د کومي ستونزی څخه روان وساتي	عصبی سیستم د هومیوستیسس د برابری په ساتلو کې عصبی ټکانونه ټول بدن ته لیږی چې په تول بدن کې د وينی جریان بغیر د کومي ستونزی څخه روان وساتي	ع ص ب ی | س ی س ت م | د | ه و م ی و س ت ی س س | د | ب ر ا ب ر ی | پ ه | س ا ت ل و | ک ې | ع ص ب ی | ټ ک ا ن و ن ه | ټ و ل | ب د ن | ت ه | ل ی ږ ی | چ ې | پ ه | ت و ل | ب د ن | ک ې | د | و ي ن ی | ج ر ی ا ن | ب غ ی ر | د | ک و م ي | س ت و ن ز ی | څ خ ه | ر و ا ن | و س ا ت ي |	295680	MALE
290	8817278598124423901.wav	د متحده ایالاتو د جیولوجیکي سروي د زلزلو نړیواله نقشه ددې اوونی په پیل کې په ایسلینډ کې هیڅ زلزله نه ښایې	د متحده ایالاتو د جیولوجیکي سروي د زلزلو نړیواله نقشه ددې اوونی په پیل کې په ایسلینډ کې هیڅ زلزله نه ښایې	د | م ت ح د ه | ا ی ا ل ا ت و | د | ج ی و ل و ج ی ک ي | س ر و ي | د | ز ل ز ل و | ن ړ ی و ا ل ه | ن ق ش ه | د د ې | ا و و ن ی | پ ه | پ ی ل | ک ې | پ ه | ا ی س ل ی ن ډ | ک ې | ه ی څ | ز ل ز ل ه | ن ه | ښ ا ی ې |	169920	FEMALE
551	16132930706980374232.wav	یو څه د ټول هیواد وګړی په ژمی کې منډی وهی ، د بدن د پاسنی برخی د جمنازیم د کار سره یوځای د منډی د سیزن لپاره یوه غوره تیاری دي	یو څه د ټول هیواد وګړی په ژمی کې منډی وهی د بدن د پاسنی برخی د جمنازیم د کار سره یوځای د منډی د سیزن لپاره یوه غوره تیاری دي	ی و | څ ه | د | ټ و ل | ه ی و ا د | و ګ ړ ی | پ ه | ژ م ی | ک ې | م ن ډ ی | و ه ی | د | ب د ن | د | پ ا س ن ی | ب ر خ ی | د | ج م ن ا ز ی م | د | ک ا ر | س ر ه | ی و ځ ا ی | د | م ن ډ ی | د | س ی ز ن | ل پ ا ر ه | ی و ه | غ و ر ه | ت ی ا ر ی | د ي |	259200	MALE
1203	11153602369415087957.wav	ګالاپاګوس ته د انسان د راتلو راهیسې، د بزو، اسپونو، غوایانو، موږکانو، پیشوګانو او سپیو په شمول ډېر تيلرونکي معارفي شوي دي.	ګالاپاګوس ته د انسان د راتلو راهیسې د بزو اسپونو غوایانو موږکانو پیشوګانو او سپیو په شمول ډېر تيلرونکي معارفي شوي دي	ګ ا ل ا پ ا ګ و س | ت ه | د | ا ن س ا ن | د | ر ا ت ل و | ر ا ه ی س ې | د | ب ز و | ا س پ و ن و | غ و ا ی ا ن و | م و ږ ک ا ن و | پ ی ش و ګ ا ن و | ا و | س پ ی و | پ ه | ش م و ل | ډ ې ر | ت ي ل ر و ن ک ي | م ع ا ر ف ي | ش و ي | د ي |	200640	MALE
435	16987527481467407572.wav	لوګزمبرګ هر کله هڅه کړی یو بی طرفه ملک پاتی شی مګر دا په دواړو نړیوالو جګړو کی د جرمنی له خوا قبضه شو.	لوګزمبرګ هر کله هڅه کړی یو بی طرفه ملک پاتی شی مګر دا په دواړو نړیوالو جګړو کی د جرمنی له خوا قبضه شو	ل و ګ ز م ب ر ګ | ه ر | ک ل ه | ه څ ه | ک ړ ی | ی و | ب ی | ط ر ف ه | م ل ک | پ ا ت ی | ش ی | م ګ ر | د ا | پ ه | د و ا ړ و | ن ړ ی و ا ل و | ج ګ ړ و | ک ی | د | ج ر م ن ی | ل ه | خ و ا | ق ب ض ه | ش و |	136320	FEMALE
691	525064452450717294.wav	د معبد نسبتا تیاره اتموسفیر او د ټونل سیپ جهیل ننداری لپاره غونډی ته ختل د وخت اود زیار ارزښت لري	د معبد نسبتا تیاره اتموسفیر او د ټونل سیپ جهیل ننداری لپاره غونډی ته ختل د وخت اود زیار ارزښت لري	د | م ع ب د | ن س ب ت ا | ت ی ا ر ه | ا ت م و س ف ی ر | ا و | د | ټ و ن ل | س ی پ | ج ه ی ل | ن ن د ا ر ی | ل پ ا ر ه | غ و ن ډ ی | ت ه | خ ت ل | د | و خ ت | ا و د | ز ی ا ر | ا ر ز ښ ت | ل ر ي |	189120	MALE
1309	8542199366803279307.wav	په دوئ کې د انا جوشیمسن سره هالینډ شامل دي، کومه چی پرون د سوپر جی د ښځیناو په کتار کی نهم ځائی لپاره بریالی شوی وه، او د فن لینډ لخوا کټجا سارینن چی په ورته سیالۍ کې لسم ځائ لپاره بریالی شوی۔	په دوئ کې د انا جوشیمسن سره هالینډ شامل دي کومه چی پرون د سوپر جی د ښځیناو په کتار کی نهم ځائی لپاره بریالی شوی وه او د فن لینډ لخوا کټجا سارینن چی په ورته سیالۍ کې لسم ځائ لپاره بریالی شوی	پ ه | د و ئ | ک ې | د | ا ن ا | ج و ش ی م س ن | س ر ه | ه ا ل ی ن ډ | ش ا م ل | د ي | ک و م ه | چ ی | پ ر و ن | د | س و پ ر | ج ی | د | ښ ځ ی ن ا و | پ ه | ک ت ا ر | ک ی | ن ه م | ځ ا ئ ی | ل پ ا ر ه | ب ر ی ا ل ی | ش و ی | و ه | ا و | د | ف ن | ل ی ن ډ | ل خ و ا | ک ټ ج ا | س ا ر ی ن ن | چ ی | پ ه | و ر ت ه | س ی ا ل ۍ | ک ې | ل س م | ځ ا ئ | ل پ ا ر ه | ب ر ی ا ل ی | ش و ی |	273600	MALE
192	3477905235488061095.wav	د اور وژنی کپتان سکاټ کونس scott couns وويل چې ، هغه په سنټا کلارا santa clara کې یوه ګرمه ورڅ وه چې حرارت 90 کې و	د اور وژنی کپتان سکاټ کونس scott couns وويل چې هغه په سنټا کلارا santa clara کې یوه ګرمه ورڅ وه چې حرارت 90 کې و	د | ا و ر | و ژ ن ی | ک پ ت ا ن | س ک ا ټ | ک و ن س | s c o t t | c o u n s | و و ي ل | چ ې | ه غ ه | پ ه | س ن ټ ا | ک ل ا ر ا | s a n t a | c l a r a | ک ې | ی و ه | ګ ر م ه | و ر څ | و ه | چ ې | ح ر ا ر ت | 9 0 | ک ې | و |	120000	MALE
999	4659700337761252350.wav	خو د هغه د کشفیاتو سربیره، د Eskimo قبیلو لا پخوا پدې وخت کې ژوند کوه	خو د هغه د کشفیاتو سربیره د eskimo قبیلو لا پخوا پدې وخت کې ژوند کوه	خ و | د | ه غ ه | د | ک ش ف ی ا ت و | س ر ب ی ر ه | د | e s k i m o | ق ب ی ل و | ل ا | پ خ و ا | پ د ې | و خ ت | ک ې | ژ و ن د | ک و ه |	92160	MALE
131	4556605251700071492.wav	د نن اعلان به د حکومت د ارادي دوام وي چې سږ کال په مارچ کې یې د اضافی ډبو د انتقالاتو د خرڅ لپاره کړي و	د نن اعلان به د حکومت د ارادي دوام وي چې سږ کال په مارچ کې یې د اضافی ډبو د انتقالاتو د خرڅ لپاره کړي و	د | ن ن | ا ع ل ا ن | ب ه | د | ح ک و م ت | د | ا ر ا د ي | د و ا م | و ي | چ ې | س ږ | ک ا ل | پ ه | م ا ر چ | ک ې | ی ې | د | ا ض ا ف ی | ډ ب و | د | ا ن ت ق ا ل ا ت و | د | خ ر څ | ل پ ا ر ه | ک ړ ي | و |	192960	FEMALE
796	6950970569514630115.wav	دوي ته په کار دي چې د بیمی والا د برښنالیک ادرس او نړیوالی تلیفونی شمیری د مشوری/اجازی او د دعوي لپاره وښایې	دوي ته په کار دي چې د بیمی والا د برښنالیک ادرس او نړیوالی تلیفونی شمیری د مشوری/اجازی او د دعوي لپاره وښایې	د و ي | ت ه | پ ه | ک ا ر | د ي | چ ې | د | ب ی م ی | و ا ل ا | د | ب ر ښ ن ا ل ی ک | ا د ر س | ا و | ن ړ ی و ا ل ی | ت ل ی ف و ن ی | ش م ی ر ی | د | م ش و ر ی / ا ج ا ز ی | ا و | د | د ع و ي | ل پ ا ر ه | و ښ ا ی ې |	289920	MALE
306	18049934867889033733.wav	جاپانی جوډوکا هیټوشي سایټو judoka hitoshi saitoد اولمپک د سرو زرو مډال دوه څل ګټونکې د 54 کالو په عمر ومړ	جاپانی جوډوکا هیټوشي سایټو judoka hitoshi saitoد اولمپک د سرو زرو مډال دوه څل ګټونکې د 54 کالو په عمر ومړ	ج ا پ ا ن ی | ج و ډ و ک ا | ه ی ټ و ش ي | س ا ی ټ و | j u d o k a | h i t o s h i | s a i t o د | ا و ل م پ ک | د | س ر و | ز ر و | م ډ ا ل | د و ه | څ ل | ګ ټ و ن ک ې | د | 5 4 | ک ا ل و | پ ه | ع م ر | و م ړ |	115200	MALE
358	14488556120634721983.wav	د دوی پخوانۍ انرژي کچې ته د بیرته راستنیدو لپاره، دوی باید د اضافي انرژي څخه چې دوی له رڼا څخه ترلاسه کړي لرې شي.	د دوی پخوانۍ انرژي کچې ته د بیرته راستنیدو لپاره دوی باید د اضافي انرژي څخه چې دوی له رڼا څخه ترلاسه کړي لرې شي	د | د و ی | پ خ و ا ن ۍ | ا ن ر ژ ي | ک چ ې | ت ه | د | ب ی ر ت ه | ر ا س ت ن ی د و | ل پ ا ر ه | د و ی | ب ا ی د | د | ا ض ا ف ي | ا ن ر ژ ي | څ خ ه | چ ې | د و ی | ل ه | ر ڼ ا | څ خ ه | ت ر ل ا س ه | ک ړ ي | ل ر ې | ش ي |	147840	MALE
1175	12475312676898910882.wav	د ایټالیې ملي فټ بال د جرمني ملي فټ بال ټیم سره په نړۍ کې دیوم بریالۍ ټیم ګڼل کیږي او د فیفا نړیوال کپ د 2006 کال قهرماني یې هم ګټلې وه.	د ایټالیې ملي فټ بال د جرمني ملي فټ بال ټیم سره په نړۍ کې دیوم بریالۍ ټیم ګڼل کیږي او د فیفا نړیوال کپ د 2006 کال قهرماني یې هم ګټلې وه	د | ا ی ټ ا ل ی ې | م ل ي | ف ټ | ب ا ل | د | ج ر م ن ي | م ل ي | ف ټ | ب ا ل | ټ ی م | س ر ه | پ ه | ن ړ ۍ | ک ې | د ی و م | ب ر ی ا ل ۍ | ټ ی م | ګ ڼ ل | ک ی ږ ي | ا و | د | ف ی ف ا | ن ړ ی و ا ل | ک پ | د | 2 0 0 6 | ک ا ل | ق ه ر م ا ن ي | ی ې | ه م | ګ ټ ل ې | و ه |	220800	MALE
1197	2332508407719724764.wav	ګوما لرې لمرخاته کې رووانډا سره نږدې د کانګو جمهوري ریاست کې د سېلګرانو ښار دی.	ګوما لرې لمرخاته کې رووانډا سره نږدې د کانګو جمهوري ریاست کې د سېلګرانو ښار دی	ګ و م ا | ل ر ې | ل م ر خ ا ت ه | ک ې | ر و و ا ن ډ ا | س ر ه | ن ږ د ې | د | ک ا ن ګ و | ج م ه و ر ي | ر ی ا س ت | ک ې | د | س ې ل ګ ر ا ن و | ښ ا ر | د ی |	136320	FEMALE
173	7359868842265869769.wav	که تصدیق شوی وي، موندنه د المشي لپاره د الن اته کلن لټون بشپړوي۔	که تصدیق شوی وي موندنه د المشي لپاره د الن اته کلن لټون بشپړوي	ک ه | ت ص د ی ق | ش و ی | و ي | م و ن د ن ه | د | ا ل م ش ي | ل پ ا ر ه | د | ا ل ن | ا ت ه | ک ل ن | ل ټ و ن | ب ش پ ړ و ي |	96000	FEMALE
710	4490055163934334890.wav	هغوي وويل چې د ستړتیا تمه لرۍ، او مخ په ځوړی ځایونو کې پام کوۍ په خاصه توګه د لمبدل په حالت کې دا ډیر په تیزۍ سره خطرناک کېدای شي	هغوي وويل چې د ستړتیا تمه لرۍ او مخ په ځوړی ځایونو کې پام کوۍ په خاصه توګه د لمبدل په حالت کې دا ډیر په تیزۍ سره خطرناک کېدای شي	ه غ و ي | و و ي ل | چ ې | د | س ت ړ ت ی ا | ت م ه | ل ر ۍ | ا و | م خ | پ ه | ځ و ړ ی | ځ ا ی و ن و | ک ې | پ ا م | ک و ۍ | پ ه | خ ا ص ه | ت و ګ ه | د | ل م ب د ل | پ ه | ح ا ل ت | ک ې | د ا | ډ ی ر | پ ه | ت ی ز ۍ | س ر ه | خ ط ر ن ا ک | ک ې د ا ی | ش ي |	292800	MALE
1058	12358871573731681570.wav	د پارک چارواکو په وینا، لږترلږه ۱۰۰ ګزه/میټره د یږ، او لیوه څخه او 25 ګزه/متره د نورو وحشي ځناورو څخه لرې اوسئ!	د پارک چارواکو په وینا، لږترلږه ۱۰۰ ګزه/میټره د یږ، او لیوه څخه او 25 ګزه/متره د نورو وحشي ځناورو څخه لرې اوسئ!	د | پ ا ر ک | چ ا ر و ا ک و | پ ه | و ی ن ا ، | ل ږ ت ر ل ږ ه | ۱ ۰ ۰ | ګ ز ه / م ی ټ ر ه | د | ی ږ ، | ا و | ل ی و ه | څ خ ه | ا و | 2 5 | ګ ز ه / م ت ر ه | د | ن و ر و | و ح ش ي | ځ ن ا و ر و | څ خ ه | ل ر ې | ا و س ئ ! |	246720	FEMALE
522	5857840119899639975.wav	ددې پديدي اصلی علت د روښانه خوبونو نتیجه ده چې د ریم سټیټس تر منځ د وخت په اوږدوالی کې پراخوالی راولی	ددې پديدي اصلی علت د روښانه خوبونو نتیجه ده چې د ریم سټیټس تر منځ د وخت په اوږدوالی کې پراخوالی راولی	د د ې | پ د ي د ي | ا ص ل ی | ع ل ت | د | ر و ښ ا ن ه | خ و ب و ن و | ن ت ی ج ه | د ه | چ ې | د | ر ی م | س ټ ی ټ س | ت ر | م ن ځ | د | و خ ت | پ ه | ا و ږ د و ا ل ی | ک ې | پ ر ا خ و ا ل ی | ر ا و ل ی |	147840	MALE
577	17626879605369134609.wav	یوه حجره څه شي دي ؟ د حجری کلمه د لاتینی کلمی څخه اخستل شوي چې د وړی کوټی په نامه ده، د لومړۍ ځل لپاره د مایکروسکوپسټ له خوا چې په کارک یې څیړلو ولیدل شوه	یوه حجره څه شي دي د حجری کلمه د لاتینی کلمی څخه اخستل شوي چې د وړی کوټی په نامه ده د لومړۍ ځل لپاره د مایکروسکوپسټ له خوا چې په کارک یې څیړلو ولیدل شوه	ی و ه | ح ج ر ه | څ ه | ش ي | د ي | د | ح ج ر ی | ک ل م ه | د | ل ا ت ی ن ی | ک ل م ی | څ خ ه | ا خ س ت ل | ش و ي | چ ې | د | و ړ ی | ک و ټ ی | پ ه | ن ا م ه | د ه | د | ل و م ړ ۍ | ځ ل | ل پ ا ر ه | د | م ا ی ک ر و س ک و پ س ټ | ل ه | خ و ا | چ ې | پ ه | ک ا ر ک | ی ې | څ ی ړ ل و | و ل ی د ل | ش و ه |	333120	MALE
